# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "14" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/refs/BOM_ss5/BOM_ss5_final.gtf" "-o" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/counts/counts_BOM_ss5_raw.txt" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_10_sample_2B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_11_sample_2C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_12_sample_2D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_13_sample_2E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_14_sample_2F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_15_sample_2G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_16_sample_2H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_1_sample_1A.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_2_sample_1B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_3_sample_1C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_4_sample_1D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_5_sample_1E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_6_sample_1F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_7_sample_1G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_8_sample_1H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_9_sample_2A.primary.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_10_sample_2B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_11_sample_2C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_12_sample_2D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_13_sample_2E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_14_sample_2F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_15_sample_2G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_16_sample_2H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_1_sample_1A.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_2_sample_1B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_3_sample_1C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_4_sample_1D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_5_sample_1E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_6_sample_1F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_7_sample_1G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_8_sample_1H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_9_sample_2A.primary.bam
AAD021_009884	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1648717;1648906;1649108;1649332;1649504;1649620;1649704;1649915;1650028	1648856;1649044;1649274;1649452;1649564;1649650;1649859;1649972;1650095	-;-;-;-;-;-;-;-;-	941	2	9	2	0	2	6	30	48	0	0	0	1	0	15	2	0
AAD021_009885	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1650183;1650482;1650849	1650429;1650796;1651580	+;+;+	1294	0	3	1	0	0	1	84	3	0	0	0	0	5	5	1	0
AAD021_009886	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1651167;1651781;1652297	1651727;1652240;1652356	-;-;-	1081	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
AAD021_009887	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1653258;1653413;1653488;1653842;1654154;1654334;1654406;1654492;1654574;1654640;1654710;1654801;1654994;1655231;1655377;1655531;1655709;1655935	1653350;1653430;1653626;1654092;1654273;1654344;1654440;1654525;1654591;1654659;1654744;1654917;1655173;1655312;1655479;1655654;1655878;1656528	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2144	3	32	25	1	6	30	523	357	20	0	13	20	9	219	39	2
AAD021_009888	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1658003;1658158;1658487;1658578;1658870;1659040;1659105;1659191;1659281;1659349;1659419;1659510;1659682;1659887;1659972;1660113;1660271;1660448;1660680	1658098;1658420;1658520;1658817;1659007;1659050;1659139;1659224;1659298;1659368;1659453;1659626;1659828;1659919;1660053;1660215;1660394;1660617;1661117	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2138	0	0	0	0	0	0	106	18	0	0	0	11	10	15	2	0
AAD021_009889	JBQVBD010000009.1	1661167	1663115	+	1949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_009890	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1663313;1663668;1663751;1663854;1664131;1664250;1664520;1664749	1663621;1663699;1663797;1664078;1664195;1664462;1664699;1665027	+;+;+;+;+;+;+;+	1350	4	0	2	0	0	3	75	73	0	0	8	5	0	37	14	13
AAD021_009891	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1664993;1665261;1665342;1665525;1665721;1665869;1666043;1666858;1667057;1667208	1665207;1665276;1665474;1665658;1665833;1665982;1666808;1666991;1667123;1667279	-;-;-;-;-;-;-;-;-;-	1764	2	1	0	0	0	0	113	22	1	0	0	0	11	16	4	0
AAD021_009892	JBQVBD010000009.1;JBQVBD010000009.1	1668568;1672033	1671620;1672602	+;+	3623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_009893	JBQVBD010000009.1	1672349	1674816	-	2468	0	0	0	0	0	0	12	0	0	0	0	0	3	0	0	0
AAD021_009894	JBQVBD010000009.1;JBQVBD010000009.1	1676760;1676978	1676923;1677604	+;+	791	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AAD021_009895	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1677262;1678035;1678153;1678381;1678602;1678702;1678792;1678979;1679064;1679274	1677966;1678096;1678307;1678549;1678610;1678732;1678921;1679010;1679216;1679362	-;-;-;-;-;-;-;-;-;-	1535	0	2	0	0	0	0	49	17	0	0	0	0	2	35	2	0
AAD021_009896	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1679412;1679662;1679751;1679864;1680046;1681066;1681163	1679607;1679699;1679810;1679976;1681018;1681109;1681492	-;-;-;-;-;-;-	1754	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AAD021_009897	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1683231;1683835;1684059	1683784;1684007;1684155	-;-;-	824	0	0	0	0	4	0	7	2	0	0	0	0	0	6	0	0
AAD021_009898	JBQVBD010000009.1;JBQVBD010000009.1	1685032;1685198	1685143;1685903	+;+	818	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0
AAD021_009899	JBQVBD010000009.1	1686010	1688603	+	2594	0	0	9	0	0	0	12	6	2	0	0	0	0	1	0	0
AAD021_009900	JBQVBD010000009.1;JBQVBD010000009.1	1688246;1688812	1688762;1689490	-;-	1196	0	0	0	0	0	0	38	6	0	0	0	0	0	3	1	0
AAD021_009901	JBQVBD010000009.1;JBQVBD010000009.1	1695286;1695467	1695413;1696273	+;+	935	0	7	20	0	0	0	4	5	0	0	0	0	3	1	27	0
AAD021_009902	JBQVBD010000009.1	1695969	1696816	-	848	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
AAD021_009903	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1696866;1697435;1697715;1697913;1698085;1698287;1698512;1698695;1699039	1697364;1697660;1697864;1698021;1698234;1698459;1698639;1698985;1699493	-;-;-;-;-;-;-;-;-	2181	0	0	2	0	0	2	43	11	0	0	6	0	0	12	3	0
AAD021_009904	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1699698;1699846;1701513	1699794;1701462;1702587	+;+;+	2789	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AAD021_009905	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1702305;1702986;1704091;1704278;1704419;1704554;1704722;1704827;1705008	1702911;1703756;1704227;1704367;1704501;1704676;1704774;1704921;1705264	-;-;-;-;-;-;-;-;-	2216	0	1	8	0	0	12	100	56	0	0	7	0	0	75	8	0
AAD021_009906	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1705941;1706203;1706350;1706799;1706953	1706152;1706297;1706748;1706898;1707382	+;+;+;+;+	1236	1	4	28	0	0	4	93	25	0	0	5	9	0	19	35	0
AAD021_009907	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1707201;1707549;1707722;1707865;1708165;1708279;1708363	1707496;1707668;1707809;1708107;1708223;1708312;1708494	-;-;-;-;-;-;-	972	0	3	0	0	0	0	25	8	0	0	0	0	0	6	0	0
AAD021_009908	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1708633;1708740;1708958;1709144;1709318;1709507;1709687;1709975;1710235	1708676;1708908;1709101;1709266;1709456;1709637;1709926;1710187;1710785	+;+;+;+;+;+;+;+;+	1754	0	15	0	4	2	8	202	66	8	0	8	16	4	33	5	0
AAD021_009909	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1712620;1712827;1712958;1713188	1712771;1712899;1713140;1713750	+;+;+;+	971	0	19	10	1	11	11	497	145	16	2	8	12	21	49	31	0
AAD021_009910	JBQVBD010000009.1;JBQVBD010000009.1	1713967;1715436	1715383;1716340	+;+	2322	0	0	0	0	0	0	56	27	0	0	0	1	6	9	0	0
AAD021_009911	JBQVBD010000009.1	1716297	1717877	-	1581	0	0	0	0	0	4	52	27	13	0	0	1	0	13	0	0
AAD021_009912	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1718563;1719619;1720008	1719567;1719945;1720828	+;+;+	2153	0	11	4	0	0	4	57	48	0	0	28	3	5	49	4	0
AAD021_009913	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1721521;1722582;1722958	1722525;1722908;1723748	+;+;+	2123	0	21	8	0	12	0	46	24	0	0	0	2	0	5	0	3
AAD021_009914	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1724324;1725383;1725759	1725328;1725709;1726474	+;+;+	2048	0	0	0	0	0	0	5	16	0	0	0	0	0	12	0	0
AAD021_009915	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1726099;1726672;1726808	1726622;1726754;1727450	-;-;-	1250	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AAD021_009916	JBQVBD010000009.1;JBQVBD010000009.1	1727500;1727959	1727912;1728396	-;-	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_009917	JBQVBD010000009.1;JBQVBD010000009.1	1729756;1730662	1730599;1730809	-;-	992	0	0	0	0	0	0	1	10	0	0	0	0	0	1	5	0
AAD021_009918	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1733059;1733264;1733944	1733206;1733895;1734497	+;+;+	1334	0	0	0	0	1	1	134	17	0	0	1	3	3	1	0	0
AAD021_009919	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1736049;1736415;1737172;1737421;1738076	1736354;1736425;1737362;1738019;1738620	+;+;+;+;+	1652	0	1	1	0	0	11	32	27	0	0	0	4	1	13	6	0
AAD021_009920	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1738767;1738969;1739290;1739555	1738914;1739235;1739498;1740036	+;+;+;+	1106	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AAD021_009921	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1740086;1740300;1740953	1740233;1740901;1741491	+;+;+	1289	3	0	0	0	0	0	0	23	0	0	0	0	0	2	0	4
AAD021_009922	JBQVBD010000009.1;JBQVBD010000009.1	1742061;1742264	1742208;1743302	+;+	1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_009923	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1743475;1743685;1744145	1743622;1744088;1744737	+;+;+	1145	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
AAD021_009924	JBQVBD010000009.1;JBQVBD010000009.1	1745532;1745735	1745682;1746644	+;+	1061	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	0
AAD021_009925	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1746512;1748828;1750363;1750566;1750828;1750931;1751238;1751383;1751597;1751674	1748775;1750311;1750515;1750776;1750878;1751175;1751332;1751539;1751610;1751687	-;-;-;-;-;-;-;-;-;-	4688	0	7	0	1	0	3	107	28	0	0	0	6	0	15	3	0
AAD021_009926	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1751899;1752539;1752673;1752751;1752920;1753004;1753083;1753284;1753601;1753949;1754078;1754175;1754276;1754416;1754484;1754643;1754764;1754892;1755023;1755141;1755305;1755446;1755565;1755718;1755867;1756037;1756131;1756248;1756390;1756615	1752485;1752612;1752701;1752870;1752952;1753024;1753230;1753548;1753899;1754025;1754126;1754228;1754364;1754426;1754588;1754709;1754837;1754969;1755084;1755250;1755388;1755511;1755659;1755819;1755987;1756081;1756196;1756334;1756558;1756744	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3317	0	9	1	0	0	0	28	28	0	0	2	0	0	11	1	0
AAD021_009927	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1756794;1757313;1757610;1757884;1758257;1758342;1758441;1758766;1758930;1759038;1759173;1759355;1759831	1757261;1757555;1757825;1758201;1758284;1758382;1758719;1758876;1758988;1759118;1759297;1759776;1760361	-;-;-;-;-;-;-;-;-;-;-;-;-	2922	0	6	12	0	1	28	328	229	0	0	6	40	8	172	35	11
AAD021_009928	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1760786;1761497;1761712;1762187;1762269	1761439;1761650;1762134;1762213;1762326	-;-;-;-;-	1316	0	9	4	0	5	1	75	67	3	0	0	2	6	13	1	12
AAD021_009929	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1762642;1762788;1762986;1763126	1762731;1762920;1763063;1764091	+;+;+;+	1267	5	6	2	2	14	17	262	120	0	0	7	8	11	72	35	4
AAD021_009930	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1763852;1764437;1764709;1764809;1764897;1765133;1765303;1765470;1766058;1766564;1766696;1766852;1767080	1764380;1764655;1764746;1764839;1765082;1765195;1765400;1765715;1766505;1766641;1766776;1767025;1767622	-;-;-;-;-;-;-;-;-;-;-;-;-	2734	0	0	0	0	0	0	6	0	0	0	0	0	0	7	3	0
AAD021_009931	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1772955;1773132;1773301;1773543;1773664;1773797	1773060;1773237;1773486;1773614;1773738;1773959	+;+;+;+;+;+	708	2	0	0	0	0	13	86	77	3	0	1	8	2	27	13	0
AAD021_009932	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1773907;1774164;1774416;1774621;1774780;1775334;1775472;1775661;1775864;1776016;1776209	1774111;1774354;1774568;1774728;1775280;1775419;1775604;1775813;1775959;1776159;1776502	-;-;-;-;-;-;-;-;-;-;-	2064	17	0	0	3	0	2	18	4	1	0	3	0	0	15	7	0
AAD021_009933	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1776613;1776736;1776863;1776956	1776686;1776805;1776904;1777745	+;+;+;+	976	0	0	0	0	0	0	17	28	0	0	0	0	6	12	0	0
AAD021_009934	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1777743;1778081;1778413	1778006;1778350;1778794	-;-;-	916	8	19	19	0	10	1	304	79	3	0	4	13	3	49	23	4
AAD021_009935	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1780542;1780722;1782082;1782424;1782719	1780660;1781316;1782340;1782658;1784125	+;+;+;+;+	2615	14	5	7	0	26	19	904	287	9	0	28	23	18	93	50	6
AAD021_009936	JBQVBD010000009.1;JBQVBD010000009.1	1784320;1784687	1784611;1785574	+;+	1180	0	1	0	2	17	24	2194	90	3	0	12	3	21	27	11	1
AAD021_009937	JBQVBD010000009.1	1785374	1786538	-	1165	0	1	0	0	0	0	105	45	7	0	0	0	0	27	10	0
AAD021_009938	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1787226;1787350;1787514;1787740;1787909;1788109;1788331;1788542;1788897;1789249;1789652;1789899;1790053;1790215;1790582;1790646;1790772;1790938;1791038	1787294;1787458;1787687;1787852;1788053;1788275;1788475;1788837;1789177;1789603;1789842;1790001;1790161;1790530;1790596;1790715;1790886;1790999;1791226	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3024	1	0	0	0	0	0	30	29	1	0	0	0	7	23	1	0
AAD021_009939	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1791132;1791350;1791534;1791657;1791719;1791851;1791973;1792144;1792242;1792402;1792504;1792577;1792718;1792856	1791298;1791483;1791607;1791663;1791795;1791920;1792083;1792183;1792345;1792450;1792523;1792659;1792797;1792886	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1047	0	4	2	0	3	28	155	55	2	0	4	7	3	52	18	0
AAD021_009940	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1793106;1793233;1793361	1793177;1793301;1793891	+;+;+	672	12	14	7	1	1	5	154	45	10	0	0	5	3	40	4	9
AAD021_009941	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1793659;1794406;1795181;1796064;1797871;1799410;1799613;1799887;1800003;1800203;1800375;1800608;1800682	1794346;1795127;1795663;1797821;1799219;1799562;1799820;1799937;1800136;1800324;1800540;1800621;1800695	-;-;-;-;-;-;-;-;-;-;-;-;-	5862	4	0	2	0	2	0	46	18	16	0	0	0	5	0	1	0
AAD021_009942	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1801584;1802796;1802935;1803219;1803324;1803536;1803743;1803961;1804027	1802742;1802882;1803145;1803238;1803473;1803657;1803902;1803974;1804040	-;-;-;-;-;-;-;-;-	1937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_009943	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1807258;1807342;1807398;1807627;1807797;1808073;1808173;1808424;1808679;1810246	1807283;1807355;1807575;1807742;1808020;1808123;1808374;1808621;1810186;1812641	+;+;+;+;+;+;+;+;+;+	4913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_009944	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1812941;1814807;1815335;1815539;1815700;1816653;1817511;1817618;1817954;1818528;1818620;1819543;1820671	1814753;1815284;1815487;1815648;1816602;1817452;1817566;1817898;1818476;1818564;1819487;1820612;1821047	-;-;-;-;-;-;-;-;-;-;-;-;-	7469	0	19	2	5	6	0	342	172	0	0	0	3	3	45	2	9
AAD021_009945	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1825278;1825879;1826131;1826543;1828088	1825824;1826041;1826486;1828023;1829763	+;+;+;+;+	4223	0	0	5	0	10	1	89	51	0	0	1	6	1	18	5	0
AAD021_009946	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1830846;1830988;1831398;1832128	1830928;1831345;1832034;1832770	+;+;+;+	1721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_009947	JBQVBD010000009.1;JBQVBD010000009.1	1832820;1833335	1833283;1834363	+;+	1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_009948	JBQVBD010000009.1;JBQVBD010000009.1	1840855;1841369	1841185;1842545	+;+	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_009949	JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1;JBQVBD010000009.1	1845125;1846233;1846340;1846460;1847177;1847396;1847569;1848293;1850598	1845183;1846289;1846405;1847130;1847344;1847520;1848191;1850543;1851313	+;+;+;+;+;+;+;+;+	4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
