reaction,name,n_genes,Exuding_mycelium,Exudophore,Fuzzy_mycelium,Nodule,max_other,ratio
rxn15572,"1,4-alpha-D-glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase",1,9.01,4.19,4.57,4.37,9.01,0.46
rxn15590,R06158,1,9.01,4.19,4.57,4.37,9.01,0.46
rxn17504,dolichyldiphosphooligosaccharide-protein oligosaccharyltransferase,1,8.43,5.67,12.23,4.48,12.23,0.46
rxn17956,glycogen phosphorylase-limit dextrin 6-alpha-glucohydrolase,1,9.01,4.19,4.57,4.37,9.01,0.46
rxn19167,Disproportionating enzyme,1,9.01,4.19,4.57,4.37,9.01,0.46
rxn20171,Mn(II):hydrogen-peroxide oxidoreductase,2,9.01,4.19,4.57,4.37,9.01,0.46
rxn22017,manganoxidase,2,9.01,4.19,4.57,4.37,9.01,0.46
rxn22517,4-alpha-glucosyltransferase,1,9.01,4.19,4.57,4.37,9.01,0.46
rxn22749,RXN-12291.c,2,9.01,4.19,4.57,4.37,9.01,0.46
rxn22859,RXN-12391.c,1,9.01,4.19,4.57,4.37,9.01,0.46
rxn23042,thiamine-phosphate diphosphorylase,1,1.35,1.15,2.52,0.68,2.52,0.46
rxn23043,thiamin phosphate synthase,1,1.35,1.15,2.52,0.68,2.52,0.46
rxn23747,amylomaltase,1,9.01,4.19,4.57,4.37,9.01,0.46
rxn25313,amylomaltase,1,9.01,4.19,4.57,4.37,9.01,0.46
rxn26125,RXN0-5146.c,1,9.01,4.19,4.57,4.37,9.01,0.46
rxn31696,4-alpha-glucanotransferase,1,9.01,4.19,4.57,4.37,9.01,0.46
rxn32181,Thiamine-phosphate pyrophosphorylase,1,1.35,1.15,2.52,0.68,2.52,0.46
rxn37425,RXN-9643.c.metaexp.CPD-12575_CPD-12700,2,9.01,4.19,4.57,4.37,9.01,0.46
rxn40273,maltose 6'-phosphate phosphohydrolase,2,9.01,4.19,4.57,4.37,9.01,0.46
rxn41637,rxn41637,1,9.01,4.19,4.57,4.37,9.01,0.46
rxn01419,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (deca",1,3.96,3.94,4.25,8.79,8.79,0.45
rxn01420,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (deca",1,3.96,3.94,4.25,8.79,8.79,0.45
rxn01631,5-Aminopentanoate:2-oxoglutarate aminotransferase,1,6.93,3.46,7.71,3.26,7.71,0.45
rxn02507,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(,1,6.24,2.79,3.24,5.22,6.24,0.45
rxn02508,N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase,1,6.24,2.79,3.24,5.22,6.24,0.45
rxn03324,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (deca",1,3.96,3.94,4.25,8.79,8.79,0.45
rxn30035,indole-3-glycerol-phosphate synthase,1,6.24,2.79,3.24,5.22,6.24,0.45
rxn33992,Phosphoribosylanthranilate Isomerase,1,6.24,2.79,3.24,5.22,6.24,0.45
rxn33993,Indole-3-glycerol Phosphate Synthase,1,6.24,2.79,3.24,5.22,6.24,0.45
rxn00880,myo-Inositol:oxygen oxidoreductase,1,3.16,1.4,0.99,0.94,3.16,0.44
rxn01663,"N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase",2,8.91,6.34,7.88,14.35,14.35,0.44
rxn15151,myo-Inositol:oxygen oxidoreductase,1,3.16,1.4,0.99,0.94,3.16,0.44
rxn15251,"1,4-alpha-D-Glucan glucohydrolase",9,27.69,21.51,36.25,49.14,49.14,0.44
rxn15576,R06078,4,27.69,21.51,36.25,49.14,49.14,0.44
rxn20221,inositol oxygenase,1,3.16,1.4,0.99,0.94,3.16,0.44
rxn39333,"N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase",2,8.91,6.34,7.88,14.35,14.35,0.44
rxn00790,5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (,1,2.86,1.73,4.16,3.63,4.16,0.42
rxn05797,NADPH:acceptor oxidoreductase,1,0.62,0.58,1.38,0.61,1.38,0.42
rxn06209,UDP-N-acetyl-D-glucosamine:phosphatidylinositol N-acetyl-D-glucosaminy,1,1.82,0.82,1.96,0.24,1.96,0.42
rxn17556,phosphatidylinositol N-acetylglucosaminyltransferase,1,1.82,0.82,1.96,0.24,1.96,0.42
rxn20268,NADPH2 diaphorase,1,0.62,0.58,1.38,0.61,1.38,0.42
rxn31282,phosphatidylinositolglycan synthase family protein,1,1.82,0.82,1.96,0.24,1.96,0.42
rxn33925,Average PG Lipid,2,4.74,3.37,8.04,4.19,8.04,0.42
rxn33926,Average PG Lipid,2,4.74,3.37,8.04,4.19,8.04,0.42
rxn33928,Average PI Lipid,2,4.74,3.37,8.04,4.19,8.04,0.42
rxn34051,Amidophosphoribosyl Transferase,1,2.86,1.73,4.16,3.63,4.16,0.42
rxn00236,GDP phosphohydrolase,2,4.26,1.73,3.4,2.16,4.26,0.41
rxn00559,D-mannose-6-phosphate aldose-ketose-isomerase,1,1.04,0.58,1.41,1.03,1.41,0.41
rxn02953,(R)-4'-Phosphopantothenate:L-cysteine ligase,1,2.55,2.21,3.31,5.39,5.39,0.41
rxn02954,(R)-4'-Phosphopantothenate:L-cysteine ligase,1,2.55,2.21,3.31,5.39,5.39,0.41
rxn02955,(R)-4'-Phosphopantothenate:L-cysteine ligase,1,2.55,2.21,3.31,5.39,5.39,0.41
rxn04376,3-sn-phosphatidate phosphohydrolase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn04377,3-sn-phosphatidate phosphohydrolase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn04378,3-sn-phosphatidate phosphohydrolase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn06138,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",2,1.56,0.82,2.0,1.95,2.0,0.41
rxn06610,1-Alkyl-2-acyl-sn-glycero-3-phosphate phosphohydrolase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn09062,"Phosphatidate phosphatase (periplasmic, n-C12:0)",2,1.56,0.82,2.0,1.95,2.0,0.41
rxn09063,"Phosphatidate phosphatase (periplasmic, n-C14:0)",2,1.56,0.82,2.0,1.95,2.0,0.41
rxn09064,"Phosphatidate phosphatase (periplasmic, n-C14:1)",2,1.56,0.82,2.0,1.95,2.0,0.41
rxn09065,"Phosphatidate phosphatase (periplasmic, n-C16:0)",2,1.56,0.82,2.0,1.95,2.0,0.41
rxn09066,"Phosphatidate phosphatase (periplasmic, n-C16:1)",2,1.56,0.82,2.0,1.95,2.0,0.41
rxn09067,"Phosphatidate phosphatase (periplasmic, n-C18:0)",2,1.56,0.82,2.0,1.95,2.0,0.41
rxn09068,"Phosphatidate phosphatase (periplasmic, n-C18:1)",2,1.56,0.82,2.0,1.95,2.0,0.41
rxn09177,(R)-4'-Phosphopantothenate:L-cysteine ligase,1,2.55,2.21,3.31,5.39,5.39,0.41
rxn10238,isoheptadecanoyl-phosphatidic acid phosphatase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn10239,anteisoheptadecanoyl-phosphatidic acid phosphatase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn10240,isotetradecanoyl-phosphatidic acid phosphatase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn10241,isopentadecanoyl-phosphatidic acid phosphatase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn10242,anteisopentadecanoyl-phosphatidic acid phosphatase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn10243,isohexadecanoyl-phosphatidic acid phosphatase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn12512,(R)-4'-Phosphopantothenate:L-cysteine ligase,1,2.55,2.21,3.31,5.39,5.39,0.41
rxn15270,D-mannose-6-phosphate aldose-ketose-isomerase,1,1.04,0.58,1.41,1.03,1.41,0.41
rxn18012,5-alpha-L-arabinan 5-alpha-L-arabinanohydrolase,1,2.55,1.4,3.4,1.22,3.4,0.41
rxn20571,phosphatidate phosphatase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn20572,phosphatidate phosphatase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn32013,Phosphatidate phosphatase,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn40711,rxn40711,2,1.56,0.82,2.0,1.95,2.0,0.41
rxn42877,rxn42877,2,14.18,5.77,8.75,9.13,14.18,0.41
rxn01465,(S)-dihydroorotate amidohydrolase,1,9.06,5.0,12.65,6.14,12.65,0.4
rxn02186,"2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)",1,7.03,6.88,9.59,17.1,17.1,0.4
rxn03068,"(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)",1,7.03,6.88,9.59,17.1,17.1,0.4
rxn03435,"(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing",1,7.03,6.88,9.59,17.1,17.1,0.4
rxn03436,(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing),1,7.03,6.88,9.59,17.1,17.1,0.4
rxn08764,ketol-acid reductoisomerase (2-Acetolactate),1,7.03,6.88,9.59,17.1,17.1,0.4
rxn14348,N-linked-glycopeptide-(N-acetyl-beta-D-glucosaminyl)-L-asparagine amid,1,4.32,1.73,4.0,0.48,4.32,0.4
rxn15466,"(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)",1,7.03,6.88,9.59,17.1,17.1,0.4
rxn15511,(S)-2-Acetolactate methylmutase,1,7.03,6.88,9.59,17.1,17.1,0.4
rxn18162,N-oligosaccharide glycopeptidase,1,4.32,1.73,4.0,0.48,4.32,0.4
rxn19027,acetohydroxy acid reductoisomerase,1,7.03,6.88,9.59,17.1,17.1,0.4
rxn31733,N-linked-glycopeptide-(N-acetyl-beta-D-glucosaminyl)-L-asparagine amid,1,4.32,1.73,4.0,0.48,4.32,0.4
rxn33934,Lumped Keto-Isovalerate,1,7.03,6.88,9.59,17.1,17.1,0.4
rxn33937,Lumped Isoleucine Synthesis,1,7.03,6.88,9.59,17.1,17.1,0.4
rxn34028,Lumped Orotate Synthesis,1,9.06,5.0,12.65,6.14,12.65,0.4
rxn00191,L-Alanine:2-oxoglutarate aminotransferase,2,11.03,10.25,12.06,26.08,26.08,0.39
rxn00988,Acetoacetate:CoA ligase (AMP-forming),2,1.04,0.82,1.2,2.1,2.1,0.39
rxn03874,R05595,2,7.66,7.4,7.67,18.76,18.76,0.39
rxn06093,"1,4-alpha-D-Glucan glucanohydrolase",6,3.75,2.31,5.95,1.35,5.95,0.39
rxn09952,alpha-amylase,6,3.75,2.31,5.95,1.35,5.95,0.39
rxn15543,"2,6-beta-D-Fructan fructanohydrolase",6,3.75,2.31,5.95,1.35,5.95,0.39
rxn16544,(3R)-3-hydroxyacyl-CoA hydro-lyase,2,7.66,7.4,7.67,18.76,18.76,0.39
rxn17890,Taka-amylase A,6,3.75,2.31,5.95,1.35,5.95,0.39
rxn18011,"glucan 1,4-alpha-maltohexaosidase",6,3.75,2.31,5.95,1.35,5.95,0.39
rxn19146,Taka-amylase A,6,3.75,2.31,5.95,1.35,5.95,0.39
rxn22098,3-hydroxy-behenoyl-CoA dehydratase,2,7.66,7.4,7.67,18.76,18.76,0.39
rxn22099,3-hydroxy-lignoceroyl-CoA dehydratase,2,7.66,7.4,7.67,18.76,18.76,0.39
rxn22100,3-hydroxy-cerotoyl-CoA dehydratase,2,7.66,7.4,7.67,18.76,18.76,0.39
rxn23565,3-hydroxy-arachidoyl-CoA dehydratase,2,7.66,7.4,7.67,18.76,18.76,0.39
rxn23742,Taka-amylase A,6,3.75,2.31,5.95,1.35,5.95,0.39
rxn23744,Taka-amylase A,6,3.75,2.31,5.95,1.35,5.95,0.39
rxn24390,AtECH2,2,7.66,7.4,7.67,18.76,18.76,0.39
rxn24391,3-hydroxystearoyl-dehydratase,2,7.66,7.4,7.67,18.76,18.76,0.39
rxn27704,ALPHA-AMYL-RXN.d,6,3.75,2.31,5.95,1.35,5.95,0.39
rxn28669,RXN0-5181.d,6,3.75,2.31,5.95,1.35,5.95,0.39
rxn33940,Glutamate-Pyruvate Aminotransferase,2,11.03,10.25,12.06,26.08,26.08,0.39
rxn37285,AtECH2,2,7.66,7.4,7.67,18.76,18.76,0.39
rxn00641,GTP:alpha-D-mannose-1-phosphate guanylyltransferase,1,7.5,6.98,15.71,18.55,18.55,0.38
rxn00743,Glycerone phosphate phosphohydrolase,7,3.7,2.31,5.4,6.09,6.09,0.38
rxn00873,Butanoate:CoA ligase (AMP-forming),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn00947,Palmitate:CoA ligase (AMP-forming),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn00948,Palmitoyl-CoA:L-serine C-palmitoyltransferase (decarboxylating),2,4.63,4.76,10.97,12.67,12.67,0.38
rxn02166,4-Nitrophenyl phosphate phosphohydrolase,7,3.7,2.31,5.4,6.09,6.09,0.38
rxn03167,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine ",3,3.7,2.31,4.04,6.09,6.09,0.38
rxn05040,"D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-pho",1,7.66,5.58,4.71,14.65,14.65,0.38
rxn05247,FACOAL140(ISO),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn05248,FACOAL150(anteiso),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn05249,FACOAL150(ISO),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn05250,FACOAL160(ISO),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn05251,FACOAL170(anteiso),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn05252,FACOAL170(ISO),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn05736,acyl-coenzyme A ligase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn05830,Long-chain carboxylate:CoA ligase (AMP-forming),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn05874,phosphate-monoester phosphohydrolase,7,3.7,2.31,5.4,6.09,6.09,0.38
rxn08448,fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn08449,fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A couplin,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn08450,fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coup,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn08451,fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coup,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn08452,fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupl,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn08453,fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupl,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn08454,fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupl,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn08455,fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupl,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn08456,fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn08457,fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn09444,octanoyl-CoA ligase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn09447,fatty-acid--CoA ligase (octadecynoate),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn09449,acyl-coenzyme A ligase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn09452,acyl-coenzyme A ligase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn09453,RXN-13614.c,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn10019,fatty-acid--CoA ligase (Iso-C16:1),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn10020,fatty-acid--CoA ligase (anteiso-C17:1),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn10021,fatty-acid--CoA ligase (Iso-C17:1),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn10404,fatty-acid--CoA ligase (Iso-C14:0),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn10405,fatty-acid--CoA ligase (anteiso-C15:0),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn10406,fatty-acid--CoA ligase (Iso-C15:0),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn10407,fatty-acid--CoA ligase (Iso-C16:0),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn10408,fatty-acid--CoA ligase (anteiso-C17:0),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn10409,fatty-acid--CoA ligase (Iso-C17:0),1,12.23,5.34,13.92,10.73,13.92,0.38
rxn12282,RXN-9644.c,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn19037,alkaline phosphomonoesterase,7,3.7,2.31,5.4,6.09,6.09,0.38
rxn19057,"2,3,4-saturated fatty acyl-CoA synthetase",1,12.23,5.34,13.92,10.73,13.92,0.38
rxn19246,15-tetracosenoate-CoA ligase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn20045,LINOLENOYL-RXN.c,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn23118,3-oxocholest-4-en-26-oate:CoA ligase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn23149,"3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-",1,12.23,5.34,13.92,10.73,13.92,0.38
rxn23286,RXN-12978.c,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn24510,acyl-coenzyme A ligase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn25123,RXN-8748.c,3,3.7,2.31,4.04,6.09,6.09,0.38
rxn25762,RXN-9673.c,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn27677,Acyl-activating enzyme,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn28138,lignoceroyl-CoA synthetase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn28170,RXN-11025.c,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn32436,RXN-9644,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn33911,Acyl-CoA Synthetase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn33912,Acyl-CoA Synthetase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn33913,Acyl-CoA Synthetase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn33914,Acyl-CoA Synthetase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn33915,Acyl-CoA Synthetase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn33916,Acyl-CoA Synthetase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn33917,Acyl-CoA Synthetase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn33918,Acyl-CoA Synthetase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn33919,Acyl-CoA Synthetase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn33920,Acyl-CoA Synthetase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn33921,Acyl-CoA Synthetase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn37323,acyl-coenzyme A ligase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn37324,acyl-coenzyme A ligase,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn38975,RXN-7904.c.chlamyexp.LINOLEIC_ACID_STEAROYL-COA,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn38976,RXN-7904.c.chlamyexp.LINOLENIC_ACID_STEAROYL-COA,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn38977,RXN-7904.c.chlamyexp.OLEATE-CPD_STEAROYL-COA,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn40564,rxn40564,1,12.23,5.34,13.92,10.73,13.92,0.38
rxn00510,"N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-form",1,6.87,4.52,8.52,12.07,12.07,0.37
rxn00168,pyruvate carboxy-lyase (acetaldehyde-forming),1,5.94,12.74,3.94,35.18,35.18,0.36
rxn00361,ATP:adenylylsulfate 3'-phosphotransferase,1,3.18,1.15,0.8,1.24,3.18,0.36
rxn00544,R00755,1,5.94,12.74,3.94,35.18,35.18,0.36
rxn01149,D-Arabinose:NAD+ 1-oxidoreductase,1,2.08,1.15,1.37,3.21,3.21,0.36
rxn03372,ATP:adenylylsulfate 3'-phosphotransferase,1,3.18,1.15,0.8,1.24,3.18,0.36
rxn05882,2-oxo-acid carboxy-lyase (aldehyde-forming),1,5.94,12.74,3.94,35.18,35.18,0.36
rxn06000,D-xylose xylohydrolase,2,2.44,2.55,7.08,2.12,7.08,0.36
rxn09995,R06203,2,2.44,2.55,7.08,2.12,7.08,0.36
rxn13209,RXN-7692.c,1,5.94,12.74,3.94,35.18,35.18,0.36
rxn15193,D-xylose xylohydrolase,2,2.44,2.55,7.08,2.12,7.08,0.36
rxn15194,D-xylose xylohydrolase,2,2.44,2.55,7.08,2.12,7.08,0.36
rxn15600,R06203,2,2.44,2.55,7.08,2.12,7.08,0.36
rxn15601,R06203,2,2.44,2.55,7.08,2.12,7.08,0.36
rxn17960,"exo-1,4-beta-xylosidase",2,2.44,2.55,7.08,2.12,7.08,0.36
rxn19367,D-arabinose:NAD+ 1-oxidoreductase,1,2.08,1.15,1.37,3.21,3.21,0.36
rxn20652,2-oxo-acid carboxy-lyase (aldehyde-forming),1,5.94,12.74,3.94,35.18,35.18,0.36
rxn24344,RXN-7643.c,1,5.94,12.74,3.94,35.18,35.18,0.36
rxn28117,Pyruvate decarboxylase,1,5.94,12.74,3.94,35.18,35.18,0.36
rxn31646,pyruvate carboxy-lyase (acetaldehyde-forming),1,5.94,12.74,3.94,35.18,35.18,0.36
rxn31648,2-oxo-acid carboxy-lyase (aldehyde-forming),1,5.94,12.74,3.94,35.18,35.18,0.36
rxn34004,Lumped PAPS Synthesis,1,3.18,1.15,0.8,1.24,3.18,0.36
rxn38911,Pyruvate decarboxylase,1,5.94,12.74,3.94,35.18,35.18,0.36
rxn40775,rxn40775,1,2.08,1.15,1.37,3.21,3.21,0.36
rxn46550,rxn46550,1,3.18,1.15,0.8,1.24,3.18,0.36
rxn00192,acetyl-CoA:L-glutamate N-acetyltransferase,1,6.67,4.19,12.06,3.69,12.06,0.35
rxn06156,"Poly(1,4-alpha-D-galacturonate) glycanohydrolase",1,2.35,0.82,0.49,0.72,2.35,0.35
rxn06595,peptide-L-methionine:thioredoxin-disulfide S-oxidoreductase [L-methion,1,13.54,8.8,12.88,25.39,25.39,0.35
rxn07437,L-methionine:thioredoxin-disulfide S-oxidoreductase,1,13.54,8.8,12.88,25.39,25.39,0.35
rxn15292,"Poly(1,4-alpha-D-galacturonate) galacturonohydrolase",1,2.35,0.82,0.49,0.72,2.35,0.35
rxn15599,R06201,1,2.35,0.82,0.49,0.72,2.35,0.35
rxn17271,peptide methionine sulfoxide reductase,1,13.54,8.8,12.88,25.39,25.39,0.35
rxn18004,4-beta-D-glucan cellobiohydrolase (non-reducing end),24,5.68,1.97,3.84,3.49,5.68,0.35
rxn22766,"cellulose 1,4-beta-cellobiosidase (non-reducing end)",24,5.68,1.97,3.84,3.49,5.68,0.35
rxn23770,pectolase,1,2.35,0.82,0.49,0.72,2.35,0.35
rxn25060,peptide methionine sulfoxide reductase,1,13.54,8.8,12.88,25.39,25.39,0.35
rxn31233,"polygalacturonase, putative / pectinase, putative",1,2.35,0.82,0.49,0.72,2.35,0.35
rxn33986,Lumped Acetylornithine Synthesis,4,6.67,4.19,12.06,4.3,12.06,0.35
rxn45654,rxn45654,1,13.54,8.8,12.88,25.39,25.39,0.35
rxn45962,rxn45962,24,5.68,1.97,3.84,3.49,5.68,0.35
rxn04074,ethylene oxide hydrolase,4,12.78,6.49,7.03,19.55,19.55,0.33
rxn04911,"14,15-EET hydrolase",4,12.78,6.49,7.03,19.55,19.55,0.33
rxn04912,"11,12-EET hydrolase",4,12.78,6.49,7.03,19.55,19.55,0.33
rxn04913,"8,9-EET hydrolase",4,12.78,6.49,7.03,19.55,19.55,0.33
rxn04914,"5,6-EET hydrolase",4,12.78,6.49,7.03,19.55,19.55,0.33
rxn06254,epoxide hydrolase,4,12.78,6.49,7.03,19.55,19.55,0.33
rxn06271,"1,4-(1,3;1,4)-beta-D-Glucan 4-glucanohydrolase",31,11.93,3.94,4.45,5.09,11.93,0.33
rxn15376,"1,4-(1,3;1,4)-beta-D-Glucan 4-glucanohydrolase",7,11.93,3.94,4.45,5.09,11.93,0.33
rxn15377,"1,4-(1,3;1,4)-beta-D-Glucan 4-glucanohydrolase",7,11.93,3.94,4.45,5.09,11.93,0.33
rxn15597,R06200,31,11.93,3.94,4.45,5.09,11.93,0.33
rxn18021,sEH,4,12.78,6.49,7.03,19.55,19.55,0.33
rxn22461,RXN-12141.c,4,12.78,6.49,7.03,19.55,19.55,0.33
rxn23764,cellulosin AP,7,11.93,3.94,4.45,5.09,11.93,0.33
rxn25617,RXN-9490.c,4,31.64,34.65,4.77,104.46,104.46,0.33
rxn38364,RXN-2043.n,7,11.93,3.94,4.45,5.09,11.93,0.33
rxn39957,versicolorone:NADP+ oxidoreductase,4,31.64,34.65,4.77,104.46,104.46,0.33
rxn41814,rxn41814,7,11.93,3.94,4.45,5.09,11.93,0.33
rxn00300,"GTP 7,8-8,9-dihydrolase (diphosphate-forming)",1,3.02,2.79,2.76,8.76,8.76,0.32
rxn00599,succinyl-CoA:glycine C-succinyltransferase (decarboxylating),1,9.98,6.73,12.69,21.24,21.24,0.32
rxn00600,Succinyl-CoA:glycine C-succinyl-transferase(decarboxylating),1,9.98,6.73,12.69,21.24,21.24,0.32
rxn01019,Carbamoyl-phosphate:L-ornithine carbamoyltransferase,1,4.68,2.55,7.93,4.91,7.93,0.32
rxn01627,Succinyl-CoA:glycine C-succinyl-transferase(decarboxylating),1,9.98,6.73,12.69,21.24,21.24,0.32
rxn22866,RXN-12397.c,3,1.51,0.58,1.78,0.79,1.78,0.32
rxn25283,RXN-9.c,1,4.68,2.55,7.93,4.91,7.93,0.32
rxn30043,ornithine carbamoyltransferase,1,4.68,2.55,7.93,4.91,7.93,0.32
rxn33987,Carbamoyl Phosphate Synthase,2,4.68,2.55,7.93,4.91,7.93,0.32
rxn00800,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)",1,0.0,0.58,0.72,1.86,1.86,0.31
rxn03136,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-l,1,0.0,0.58,0.72,1.86,1.86,0.31
rxn00781,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),2,79.22,70.43,40.75,237.33,237.33,0.3
rxn16685,farnesyl-diphosphate:protein-cysteine farnesyltransferase,2,1.25,0.58,1.93,0.26,1.93,0.3
rxn17646,FTase,2,1.25,0.58,1.93,0.26,1.93,0.3
rxn21749,L-galactonate dehydratase,1,4.21,1.97,5.3,6.55,6.55,0.3
rxn33210,Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating),2,79.22,70.43,40.75,237.33,237.33,0.3
rxn33842,Glyceraldehyde 3 Phsophate Dehydrogenase,2,79.22,70.43,40.75,237.33,237.33,0.3
rxn43578,rxn43578,2,1.25,0.58,1.93,0.26,1.93,0.3
