protein_id	sprot_acc	pident	evalue	protein_name	EC	GO	KEGG
KAN1677265.1	Q0CI48	37.4	1.1e-199	Beta-mannosidase A	3.2.1.25	GO:0000272;GO:0004567;GO:0005576;GO:0006516	
KAN1677267.1	O94443	35.8	5.1e-101	Uncharacterized exonuclease C637.09	3.1.-.-	GO:0000175;GO:0000467;GO:0003676;GO:0004527;GO:0005634;GO:0010629;GO:0031125;GO:0034476;GO:0042780	spo:2543505
KAN1677268.1	A0A0U5GQ05	33.6	1.0e-71	FAD-dependent monooxygenase drtC	1.-.-.- {ECO:0000269|PubMed:34468074}	GO:0016114;GO:0016491;GO:0071949	
KAN1677269.1	Q9LIR9	35.5	6.2e-53	Probable magnesium transporter NIPA1		GO:0005576;GO:0005769;GO:0005886;GO:0015095;GO:0015693;GO:0016020	ath:AT3G23870
KAN1677270.1	A8C7S1	41.5	2.3e-57	Agroclavine dehydrogenase	1.5.1.46 {ECO:0000250|UniProtKB:P0CT21}	GO:0016491;GO:0035835	
KAN1677271.1	P87035	31.1	2.9e-45	Guanine nucleotide-binding protein alpha-4 subunit		GO:0001664;GO:0003924;GO:0005525;GO:0005737;GO:0005834;GO:0007188;GO:0031683;GO:0046872	uma:UMAG_05385
KAN1677272.1	O94659	57.6	2.3e-259	Probable nucleolar GTP-binding protein 1		GO:0000054;GO:0003723;GO:0003924;GO:0005525;GO:0005730;GO:0030684;GO:0042273;GO:0072686;GO:1902626	
KAN1677273.1	A8P5H7	42.1	5.9e-158	Probable Xaa-Pro aminopeptidase P	3.4.11.9	GO:0005737;GO:0006508;GO:0046872;GO:0070006	cci:CC1G_05499
KAN1677274.1	G2X2I9	42.4	1.7e-119	Sugar transporter 12		GO:0005351;GO:0016020	vda:VDAG_04513
KAN1677280.1	O04885	59.7	5.0e-58	Lactoylglutathione lyase	4.4.1.5	GO:0004462;GO:0009414;GO:0009651;GO:0046872	
KAN1677282.1	Q01408	46.5	4.1e-84	UV-damage endonuclease	3.-.-.-	GO:0004519;GO:0005634;GO:0005739;GO:0006289;GO:0009411;GO:0016787;GO:0043504	ncr:NCU08850
KAN1677283.1	Q02804	37.8	3.0e-48	ADP-ribosylation factor-like protein 3		GO:0003924;GO:0005525;GO:0005794;GO:0005829;GO:0006886;GO:0034067;GO:0034976;GO:0042175;GO:0043001	sce:YPL051W
KAN1677285.1	O13956	38.0	1.2e-157	Ribosome biogenesis protein tsr1		GO:0000462;GO:0000479;GO:0003723;GO:0003924;GO:0005634;GO:0005730;GO:0005737;GO:0030686	spo:2541779
KAN1677287.1	P0C197	53.4	2.2e-246	Probable chloride channel protein UM03490-D		GO:0000324;GO:0005247;GO:0005769;GO:0005783;GO:0005794;GO:0005886;GO:0006878;GO:0006879;GO:0034707	uma:UMAG_11084
KAN1677290.1	P0CN20	39.1	8.0e-105	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2		GO:0005737;GO:0017183;GO:0046872;GO:0051539;GO:0090560;GO:0120513	cne:CNM02230
KAN1677291.1	A0A1V0QSF1	52.5	1.5e-95	Diterpene cyclase eriG	4.2.3.206 {ECO:0000269|PubMed:28371074, ECO:0000269|PubMed:31535864}	GO:0016020;GO:0016765;GO:0016829	ag:ARE72244
KAN1677292.1	P42769	44.8	1.6e-45	Glutathione S-transferase PM239X14	2.5.1.18	GO:0004364;GO:0004601;GO:0005829;GO:0009407	
KAN1677295.1	P22697	63.9	1.1e-13	Regulatory protein cys-3		GO:0003677;GO:0003700;GO:0005634;GO:0006351	
KAN1677296.1	P0CQ64	47.9	1.3e-75	Pre-mRNA-splicing factor CWC24		GO:0000398;GO:0003677;GO:0004842;GO:0005684;GO:0008270	cne:CNI04230
KAN1677298.1	Q10298	39.0	1.0e-35	Putative serine/threonine-protein phosphatase C22H10.04	3.1.3.16	GO:0004721;GO:0004722;GO:0031030;GO:0044732;GO:0046872;GO:0090443	spo:2541444
KAN1677300.1	J4VWM7	37.5	3.6e-77	FAD-dependent monooxygenase OpS4	1.-.-.- {ECO:0000269|PubMed:26305932}	GO:0004497;GO:0071949	
KAN1677303.1	P17576	58.8	1.6e-122	Polyporopepsin	3.4.23.29	GO:0004190;GO:0006508	
KAN1677304.1	Q5ZLG0	43.7	2.8e-182	Acetoacetyl-CoA synthetase	6.2.1.16 {ECO:0000250|UniProtKB:Q9JMI1}	GO:0005524;GO:0005829;GO:0006631;GO:0030729;GO:0032024	gga:416811
KAN1677305.1	Q93Y37	34.7	1.4e-69	Mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS3	3.2.1.113 {ECO:0000269|PubMed:20023195};3.2.1.209 {ECO:0000269|PubMed:20023195}	GO:0004559;GO:0004571;GO:0005509;GO:0005768;GO:0005783;GO:0005794;GO:0005797;GO:0005802;GO:0005975;GO:0006491;GO:0016020;GO:0036503	ath:AT1G30000
KAN1677306.1	B0D0N9	76.3	0.0e+00	Protein SEY1	3.6.5.- {ECO:0000255|HAMAP-Rule:MF_03109}	GO:0003924;GO:0005525;GO:0005789;GO:0016320	lbc:LACBIDRAFT_189306
KAN1677307.1	B2AC45	44.4	3.8e-65	Extracellular metalloprotease PODANS_2_14170	3.4.24.-	GO:0005576;GO:0006508;GO:0008237;GO:0046872	pan:PODANSg260
KAN1677308.1	O93931	89.5	7.0e-74	Small ribosomal subunit protein eS26		GO:0003729;GO:0003735;GO:0006412;GO:0022627	
KAN1677309.1	Q4P4R3	35.4	6.2e-167	Protein HIR1		GO:0000417;GO:0000785;GO:0005634;GO:0006338;GO:0006351;GO:0006355	uma:UMAG_04900
KAN1677310.1	C1DMX5	38.8	6.7e-14	L-rhamnose 1-dehydrogenase (NAD(P)(+))	1.1.1.378 {ECO:0000269|PubMed:18505728, ECO:0000269|PubMed:33482017}	GO:0000166;GO:0006633;GO:0016616;GO:0019301;GO:0048038	avn:Avin_09160
KAN1677311.1	P0CM48	35.8	3.0e-64	pH-response regulator protein palC		GO:0005886;GO:0071467	cne:CNE03350
KAN1677312.1	P41733	32.8	3.2e-52	GPI transamidase component GAB1		GO:0003923;GO:0005783;GO:0005789;GO:0006506;GO:0016255;GO:0031505;GO:0042765;GO:0051301	sce:YLR459W
KAN1677314.1	Q09860	48.7	4.6e-222	Probable cysteine--tRNA ligase	6.1.1.16	GO:0002181;GO:0004817;GO:0005524;GO:0005737;GO:0005759;GO:0005829;GO:0006423;GO:0032543;GO:0046872	spo:2542721
KAN1677315.1	P36088	36.9	1.2e-27	Free methionine-R-sulfoxide reductase	1.8.4.14	GO:0005634;GO:0005737;GO:0005829;GO:0033745;GO:0034599	sce:YKL069W
KAN1677316.1	Q5U3N0	32.8	2.9e-20	Pleckstrin homology domain-containing family A member 8		GO:0005794;GO:0005829;GO:0015031;GO:0016020;GO:0035621;GO:0120009;GO:1902387;GO:1902388	dre:492502
KAN1677317.1	A0JNI1	46.7	1.9e-07	LysM and putative peptidoglycan-binding domain-containing protein 1			bta:510653
KAN1677319.1	Q9UUM7	56.8	3.5e-97	Protein hob3		GO:0000917;GO:0006897;GO:0007015;GO:0015629;GO:0030036;GO:0030479;GO:0031097;GO:0043332;GO:0051285;GO:0051666;GO:0097320;GO:0106006;GO:1903475;GO:1990528	spo:2541160
KAN1677324.1	A2TBU1	40.6	2.0e-60	Agroclavine dehydrogenase	1.5.1.46 {ECO:0000250|UniProtKB:P0CT21}	GO:0016491;GO:0035835	
KAN1677326.1	P38880	35.8	5.3e-108	Mitochondrial distribution and morphology protein 31		GO:0000001;GO:0005634;GO:0005743;GO:0006873;GO:0007005;GO:1900208	sce:YHR194W
KAN1677328.1	P43535	31.0	3.5e-63	Protein GCN20		GO:0005524;GO:0006448;GO:0016887;GO:0022626;GO:0031369;GO:0042327;GO:0043022;GO:0043335;GO:0071232;GO:0071264	sce:YFR009W
KAN1677329.1	Q5C9L6	37.5	2.3e-75	(S)-coclaurine N-methyltransferase	2.1.1.140 {ECO:0000269|PubMed:19624470}	GO:0005737;GO:0030794;GO:0032259	ag:AAU20766
KAN1677331.1	Q05567	47.3	4.3e-160	Sphingosine-1-phosphate lyase	4.1.2.- {ECO:0000269|PubMed:25345524};4.1.2.27 {ECO:0000269|PubMed:20696404, ECO:0000269|PubMed:25345524}	GO:0005777;GO:0005783;GO:0005789;GO:0006665;GO:0008117;GO:0009267;GO:0019722;GO:0019752;GO:0030149;GO:0030170;GO:0032541;GO:0042802;GO:0097038	sce:YDR294C
KAN1677332.1	P53900	47.4	1.8e-26	Prefoldin subunit 4		GO:0005737;GO:0006457;GO:0007021;GO:0015631;GO:0016272;GO:0032968;GO:0051082;GO:0071629	sce:YNL153C
KAN1677333.1	P0CM34	53.1	2.0e-121	Autophagy-related protein 3		GO:0000045;GO:0000407;GO:0000422;GO:0005829;GO:0015031;GO:0044804;GO:0061723;GO:0141046	cne:CNK00360
KAN1677334.1	O94311	56.7	2.0e-18	UPF0743 protein C215.06c		GO:0000122;GO:0003677;GO:0003723;GO:0005634;GO:0005730;GO:0006364;GO:0008270	spo:2540743
KAN1677335.1	A0A0L0P6P7	47.8	4.8e-155	DNA topoisomerase 3	5.6.2.1 {ECO:0000255|PROSITE-ProRule:PRU10131}	GO:0003677;GO:0003917;GO:0005634;GO:0006265;GO:0006281;GO:0031422;GO:0035825;GO:0046872	
KAN1677337.1	Q6URB0	61.5	7.8e-153	Cytochrome c peroxidase, mitochondrial	1.11.1.5 {ECO:0000250|UniProtKB:P00431}	GO:0000302;GO:0004130;GO:0005758;GO:0005759;GO:0020037;GO:0034599;GO:0042744;GO:0046872	cng:CNAG_01138
KAN1677338.1	E3QFA7	42.1	6.8e-36	Pathogenicity cluster 5 protein d		GO:0005576	
KAN1677340.1	P13860	61.8	5.9e-218	Exoglucanase 1	3.2.1.91	GO:0005576;GO:0016162;GO:0030245;GO:0030248	
KAN1677343.1	Q4PGM6	66.3	0.0e+00	Pre-mRNA-splicing factor RSE1		GO:0000398;GO:0005634;GO:0005681;GO:0005686;GO:0030620	uma:UMAG_00737
KAN1677344.1	P28344	61.3	3.9e-223	Malate synthase, glyoxysomal	2.3.3.9	GO:0004474;GO:0005737;GO:0005777;GO:0005782;GO:0006097;GO:0006099;GO:0009062;GO:0009514;GO:0015976;GO:0045733	
KAN1677345.1	B0D1L7	73.1	5.4e-85	Protein GET1		GO:0005789;GO:0043495;GO:0043529;GO:0071816	lbc:LACBIDRAFT_246680
KAN1677348.1	O13722	50.4	1.6e-29	SAGA complex/transcription factor TFIID complex subunit Taf12		GO:0000124;GO:0003677;GO:0005634;GO:0005669;GO:0006357;GO:0006367;GO:0016251;GO:0017025;GO:0045815;GO:0045893;GO:0046982;GO:0051123	spo:2542785
KAN1677353.1	P0CP97	47.4	6.2e-44	FK506-binding protein 2	5.2.1.8	GO:0003755;GO:0005783	cnb:CNBE2370
KAN1677355.1	A0A0A2IBP6	36.1	6.7e-76	MFS-type transporter cnsO		GO:0005886;GO:0022857	
KAN1677356.1	A0A0A2IBP6	33.8	2.8e-76	MFS-type transporter cnsO		GO:0005886;GO:0022857	
KAN1677358.1	P80242	38.9	7.0e-13	Organic hydroperoxide resistance protein OhrB		GO:0006979	bsu:BSU13160
KAN1677361.1	A0A8J9R8H5	30.8	9.8e-11	Tyrosinase-like protein phomQ1	1.14.18.- {ECO:0000305|PubMed:34608734}	GO:0004497;GO:0016020;GO:0046872	
KAN1677363.1	Q9URX7	63.4	2.3e-145	Protein arginine N-methyltransferase 1	2.1.1.319 {ECO:0000250|UniProtKB:P38074}	GO:0005634;GO:0005829;GO:0006338;GO:0006355;GO:0016274;GO:0032259;GO:0035241;GO:0035242;GO:0042054	spo:2543492
KAN1677366.1	O89033	34.3	2.4e-24	DNA replication factor CDC6		GO:0000922;GO:0003682;GO:0003688;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005819;GO:0005829;GO:0006270;GO:0016887;GO:0030071;GO:0032467;GO:0033314;GO:0045171;GO:0045737;GO:0048146;GO:0051233;GO:0051301;GO:0051984;GO:0072686;GO:0120283;GO:1904117;GO:1904385	mmu:23834
KAN1677369.1	Q8C170	34.8	2.8e-07	Unconventional myosin-IXa		GO:0000146;GO:0005096;GO:0005524;GO:0005737;GO:0005884;GO:0008270;GO:0016020;GO:0016459;GO:0034329;GO:0035556;GO:0044295;GO:0045198;GO:0051015;GO:0098685;GO:0098794;GO:0098978;GO:0099084;GO:0150011	
KAN1677370.1	Q12251	46.4	3.9e-79	Uncharacterized mitochondrial carrier YPR011C		GO:0005739;GO:0005743;GO:0015215;GO:0046964;GO:0051503;GO:1902557;GO:1902558;GO:1902559	sce:YPR011C
KAN1677373.1	O14340	33.6	1.7e-15	Oxysterol-binding protein homolog C2F12.05c		GO:0005545;GO:0005635;GO:0005737;GO:0005829;GO:0005886;GO:0006887;GO:0006897;GO:0008142;GO:0030011;GO:0032934;GO:0034727;GO:0097038;GO:0120011;GO:0120015	spo:2540357
KAN1677375.1	O14340	33.6	1.7e-15	Oxysterol-binding protein homolog C2F12.05c		GO:0005545;GO:0005635;GO:0005737;GO:0005829;GO:0005886;GO:0006887;GO:0006897;GO:0008142;GO:0030011;GO:0032934;GO:0034727;GO:0097038;GO:0120011;GO:0120015	spo:2540357
KAN1677379.1	Q9WTK8	38.0	1.5e-48	Meiotic recombination protein SPO11	5.6.2.2 {ECO:0000305|PubMed:39972125, ECO:0000305|PubMed:39972129, ECO:0000305|PubMed:39972130}	GO:0000228;GO:0000706;GO:0000781;GO:0001541;GO:0003677;GO:0003918;GO:0005524;GO:0005654;GO:0007129;GO:0007130;GO:0007131;GO:0007141;GO:0007286;GO:0034502;GO:0042138;GO:0045141;GO:0046872;GO:0048477;GO:1990918	mmu:26972
KAN1677381.1	Q04336	53.5	0.0e+00	Uncharacterized protein YMR196W		GO:0004573;GO:0005737;GO:0009311	sce:YMR196W
KAN1677382.1	P26215	40.6	1.3e-65	Polygalacturonase	3.2.1.15	GO:0004650;GO:0005576;GO:0045490;GO:0071555	
KAN1677383.1	P40995	35.4	1.2e-79	Rho guanine nucleotide exchange factor scd1		GO:0000917;GO:0000935;GO:0005085;GO:0005634;GO:0005737;GO:0005829;GO:0008289;GO:0030010;GO:0030100;GO:0030427;GO:0031106;GO:0031137;GO:0031520;GO:0032153;GO:0032154;GO:0032955;GO:0035556;GO:0043332;GO:0051285;GO:0051286;GO:0051519;GO:0060236;GO:0061245;GO:0071521;GO:0072686;GO:0090726;GO:0140281;GO:1902716;GO:1902917	spo:2542337
KAN1677384.1	Q5SRE7	38.1	8.9e-55	Phytanoyl-CoA dioxygenase domain-containing protein 1	1.14.11.- {ECO:0000269|PubMed:21530488}	GO:0016706;GO:0046872	hsa:254295
KAN1677386.1	P52427	60.2	7.4e-98	Proteasome subunit alpha type-4		GO:0005634;GO:0005829;GO:0019773;GO:0043161	
KAN1677388.1	B0BML1	39.3	1.9e-28	Gluconokinase	2.7.1.12 {ECO:0000250|UniProtKB:Q5T6J7}	GO:0005524;GO:0005975;GO:0046316	xtr:100145063
KAN1677390.1	A8N7N4	64.0	6.1e-12	Histone H2A.Z-specific chaperone CHZ1		GO:0005634	cci:CC1G_02291
KAN1677393.1	W7E8S5	33.4	1.1e-111	Copper amine oxidase vicK1	1.4.3.- {ECO:0000269|PubMed:32929037}	GO:0005507;GO:0005886;GO:0008131;GO:0009308;GO:0048038	
KAN1677394.1	Q00012	43.8	6.6e-95	Mannan endo-1,4-beta-mannosidase A	3.2.1.78	GO:0005576;GO:0016985;GO:0046355	
KAN1677395.1	A0A2I1D2N1	30.2	2.0e-36	Unguisins hydrolase ungD'	3.4.-.- {ECO:0000305|PubMed:36715406}	GO:0016787	
KAN1677397.1	Q711G1	81.0	0.0e+00	Glucose-6-phosphate isomerase	5.1.3.- {ECO:0000250|UniProtKB:Q9N1E2};5.3.1.9 {ECO:0000250|UniProtKB:P12709}	GO:0004347;GO:0005829;GO:0006094;GO:0016857;GO:0047938;GO:0048029;GO:0051156;GO:0061621;GO:0097367	
KAN1677401.1	Q5ZLD7	31.6	4.5e-115	Vacuolar protein sorting-associated protein 53 homolog		GO:0000938;GO:0005829;GO:0007041;GO:0010008;GO:0015031;GO:0032456;GO:0042147;GO:0055037;GO:1990745	gga:417622
KAN1677403.1	J9VDC2	35.1	9.8e-159	ProQSP1 protease 1	3.4.21.- {ECO:0000269|PubMed:27212659}	GO:0004252;GO:0005615;GO:0006508;GO:0016020	cng:CNAG_00150
KAN1677404.1	Q65Z56	52.0	4.3e-15	Protein yippee-like 4		GO:0005730;GO:0046872	
KAN1677407.1	P9WEI3	51.3	7.3e-248	Probable transcription factor claV		GO:0005634;GO:0006351;GO:0072344;GO:1990112;GO:1990116	
KAN1677408.1	Q8N567	42.7	1.3e-09	Zinc finger CCHC domain-containing protein 9		GO:0003723;GO:0005654;GO:0005730;GO:0006351;GO:0008270	hsa:84240
KAN1677409.1	G9BIY1	77.3	4.7e-216	Diphosphomevalonate decarboxylase	4.1.1.33 {ECO:0000250|UniProtKB:P32377}	GO:0004163;GO:0005524;GO:0005829;GO:0016126;GO:0019287	
KAN1677410.1	Q4P9T3	48.4	2.1e-172	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4	3.1.13.4	GO:0000076;GO:0000175;GO:0000289;GO:0000932;GO:0003723;GO:0004535;GO:0006260;GO:0006368;GO:0007089;GO:0016593;GO:0030015;GO:0032968;GO:0046872	uma:UMAG_10379
KAN1677411.1	J9VDC2	34.7	5.1e-163	ProQSP1 protease 1	3.4.21.- {ECO:0000269|PubMed:27212659}	GO:0004252;GO:0005615;GO:0006508;GO:0016020	cng:CNAG_00150
KAN1677412.1	Q5RB35	34.4	3.4e-112	Muskelin		GO:0000151;GO:0001726;GO:0002090;GO:0005654;GO:0005829;GO:0005938;GO:0007160;GO:0008360;GO:0030036;GO:0042803;GO:0098895;GO:0098968;GO:0098982;GO:0099164	pon:100172508
KAN1677414.1	F1SY91	43.0	2.6e-150	Cytochrome P450 monooxygenase 98	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAN1677419.1	Q5L3U7	41.7	8.8e-21	Peptidyl-tRNA hydrolase	3.1.1.29 {ECO:0000255|HAMAP-Rule:MF_00083}	GO:0000049;GO:0004045;GO:0005737;GO:0006515;GO:0072344	gka:GK0046
KAN1677420.1	B0D0P0	47.1	9.3e-292	Plasma membrane fusion protein PRM1		GO:0005886;GO:0032220;GO:0043332	lbc:LACBIDRAFT_231982
KAN1677422.1	O74888	44.6	2.2e-57	Bax inhibitor 1		GO:0000139;GO:0000329;GO:0005262;GO:0005789;GO:0016020;GO:0019722;GO:0030968;GO:0031966	spo:2539556
KAN1677423.1	Q09907	53.5	4.1e-65	Endonuclease III homolog	3.2.2.- {ECO:0000255|HAMAP-Rule:MF_03183};4.2.99.18 {ECO:0000255|HAMAP-Rule:MF_03183, ECO:0000269|PubMed:9425081}	GO:0000703;GO:0003677;GO:0003906;GO:0005634;GO:0005759;GO:0006284;GO:0006285;GO:0006289;GO:0008534;GO:0034039;GO:0034042;GO:0034043;GO:0043504;GO:0046872;GO:0051539;GO:0140078	spo:2543510
KAN1677429.1	O60067	38.4	1.2e-84	Endoplasmic reticulum membrane protein 65		GO:0005783;GO:0005789;GO:0005794;GO:0034975	spo:2539819
KAN1677431.1	P28811	41.0	6.1e-54	3-hydroxyisobutyrate dehydrogenase	1.1.1.31 {ECO:0000269|PubMed:1339433}	GO:0006574;GO:0008442;GO:0016616;GO:0050661;GO:0051287	pae:PA3569
KAN1677436.1	M5EES5	93.8	0.0e+00	Manganese lipoxygenase	1.13.11.12 {ECO:0000269|Ref.3, ECO:0000305|PubMed:34033194}	GO:0016165;GO:0034440;GO:0043651;GO:0046872	
KAN1677437.1	Q01772	32.3	1.2e-78	Aldehyde oxidase GLOX	1.2.3.15 {ECO:0000269|PubMed:3553159, ECO:0000269|PubMed:8557673}	GO:0004031;GO:0005615;GO:0050665	ag:AAA33747
KAN1677440.1	P41820	42.2	0.0e+00	Brefeldin A resistance protein		GO:0005524;GO:0005886;GO:0016887;GO:0042626;GO:0046677;GO:0140359;GO:1990961	spo:2539195
KAN1677445.1	Q2U4L7	31.4	2.0e-56	Glutaminase A	3.5.1.2 {ECO:0000269|PubMed:10952006}	GO:0004359;GO:0005576;GO:0005975	aor:AO090020000289
KAN1677446.1	Q4P4G8	66.9	1.1e-37	NKAP family protein UM04995		GO:0003682;GO:0005634;GO:0010468	uma:UMAG_04995
KAN1677451.1	Q4PEJ3	67.6	1.2e-294	Endoribonuclease YSH1	3.1.27.-	GO:0003723;GO:0004521;GO:0004534;GO:0005847;GO:0006369;GO:0006398;GO:0031126;GO:0034247;GO:0046872	uma:UMAG_01470
KAN1677452.1	B6HV33	31.1	8.3e-23	Ketoreductase adrE	1.1.1.- {ECO:0000269|Ref.2}	GO:0016114;GO:0016616	pcs:N7525_004101
KAN1677454.1	Q6P1I6	38.1	3.9e-14	PH and SEC7 domain-containing protein 2		GO:0005085;GO:0005543;GO:0016192;GO:0030425;GO:0032012;GO:0032154;GO:0032587;GO:0043025;GO:0098794;GO:0098978	mmu:74002
KAN1677455.1	P19212	86.2	1.0e-23	Nitrogen catabolic enzyme regulatory protein		GO:0000122;GO:0000978;GO:0000981;GO:0005634;GO:0006351;GO:0008270;GO:0042128;GO:0045944	ncr:NCU09068
KAN1677456.1	B9FJ61	38.0	5.4e-59	Signal peptide peptidase 2	3.4.23.-	GO:0005783;GO:0006465;GO:0033619;GO:0042500;GO:0098553;GO:0098554	dosa:Os05g0436400
KAN1677457.1	Q5AR04	43.0	1.5e-98	Probable mannan endo-1,4-beta-mannosidase F	3.2.1.78	GO:0005576;GO:0016985;GO:0030248;GO:0046355	ani:ANIA_09276
KAN1677458.1	Q9US04	43.2	8.1e-144	Glutathione hydrolase proenzyme 1	2.3.2.2;3.4.19.13	GO:0000324;GO:0005783;GO:0005789;GO:0005886;GO:0006508;GO:0006751;GO:0036374;GO:0103068;GO:1990748	spo:2543536
KAN1677460.1	Q9HDU7	34.4	6.1e-16	UPF0643 protein PB2B2.08		GO:0005634;GO:0005829	spo:2541397
KAN1677461.1	P19968	48.9	3.3e-17	NADH-ubiquinone oxidoreductase 21.3 kDa subunit	7.1.1.2	GO:0005743;GO:0008137;GO:0016491;GO:0032981	ncr:NCU08930
KAN1677462.1	O43120	34.1	6.4e-51	Splicing factor U2AF-associated protein 2		GO:0003723;GO:0005684;GO:0005686;GO:0045292	spo:2539783
KAN1677463.1	Q9UT42	40.2	7.6e-102	Phosphatidylinositol 4-kinase lsb6	2.7.1.67	GO:0000139;GO:0000329;GO:0004430;GO:0005524;GO:0005768;GO:0005794;GO:0005802;GO:0005886;GO:0007030;GO:0007032;GO:0032153;GO:0046854;GO:0046872	
KAN1677464.1	A3R044	33.5	7.3e-61	Sulfite efflux pump SSU1		GO:0000319;GO:0005886	abe:ARB_03529;abe:ARB_03530
KAN1677467.1	Q7M4T6	100.0	1.7e-48	Serine proteinase inhibitor IA-1		GO:0004867;GO:0042144	
KAN1677469.1	Q92383	30.2	3.0e-19	DNA-3-methyladenine glycosylase 1	3.2.2.21	GO:0003684;GO:0003905;GO:0005634;GO:0006285;GO:0006307;GO:0008725;GO:0032131;GO:0043916;GO:0052820	spo:2543565
KAN1677470.1	Q8CEE6	32.4	1.6e-40	PAS domain-containing serine/threonine-protein kinase	2.7.11.1	GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006355;GO:0006468;GO:0035091;GO:0035556;GO:0043576;GO:0045719;GO:0046777;GO:0070092;GO:0097009;GO:0106310	mmu:269224
KAN1677472.1	Q2U0N3	41.0	1.5e-78	4-methyl-2-oxopentanoate reductase A	1.1.1.272 {ECO:0000269|PubMed:26615399}	GO:0005829;GO:0016618;GO:0030267;GO:0050578;GO:0051287	aor:AO090011000368
KAN1677475.1	B9WYE6	52.1	3.3e-109	Versiconal hemiacetal acetate reductase	1.1.1.353	GO:0005829;GO:0102974;GO:0102975;GO:0102976	ag:BAH24200
KAN1677476.1	B9WYE6	52.1	3.9e-110	Versiconal hemiacetal acetate reductase	1.1.1.353	GO:0005829;GO:0102974;GO:0102975;GO:0102976	ag:BAH24200
KAN1677477.1	P0CM92	60.2	2.2e-192	Protein PNS1		GO:0005886;GO:0016020;GO:0022857;GO:0055085	cne:CNA00640
KAN1677478.1	Q555X4	30.9	8.5e-08	Glycosyltransferase-like protein gnt15		GO:0015020;GO:0016020;GO:0016338;GO:0030587;GO:0035269;GO:0042285	ddi:DDB_G0274741
KAN1677481.1	Q54P77	34.9	5.8e-86	Probable 4-coumarate--CoA ligase 1	6.2.1.12 {ECO:0000250|UniProtKB:O24146}	GO:0005524;GO:0009698;GO:0016207;GO:0016405	ddi:DDB_G0284831
KAN1677485.1	Q9UT98	45.8	2.1e-73	NADH kinase pos5, mitochondrial	2.7.1.86	GO:0003951;GO:0005524;GO:0005739;GO:0005759;GO:0006741;GO:0019674;GO:0034599;GO:0042736	spo:2543173
KAN1677486.1	Q12458	43.3	1.6e-55	Aldehyde reductase YPR1	1.1.1.2 {ECO:0000269|PubMed:12210903}	GO:0004032;GO:0004090;GO:0005634;GO:0005737;GO:0005829;GO:0019568;GO:0032018;GO:0034599;GO:0042843;GO:0045149;GO:0052588	sce:YDR368W
KAN1677488.1	Q10342	40.8	9.8e-141	Protein sda1		GO:0000055;GO:0005634;GO:0005730;GO:0015031;GO:0042273	spo:2539889
KAN1677489.1	P27614	38.5	4.5e-113	Carboxypeptidase S	3.4.17.4 {ECO:0000305|PubMed:2026161}	GO:0000324;GO:0000328;GO:0004180;GO:0004181;GO:0005774;GO:0005775;GO:0046872;GO:0051603	sce:YJL172W
KAN1677496.1	G3FLZ7	47.7	5.5e-175	Flavin-dependent halogenase armH1	1.14.19.- {ECO:0000269|PubMed:26655762}	GO:0004497;GO:0044550;GO:0140907	
KAN1677498.1	O94680	35.6	5.9e-67	Phospholipid:diacylglycerol acyltransferase	2.3.1.158 {ECO:0000269|PubMed:12963726}	GO:0005737;GO:0005783;GO:0005789;GO:0008374;GO:0019432;GO:0019915;GO:0032541;GO:0046027;GO:0046339;GO:0097038;GO:0140042	spo:2541187
KAN1677499.1	O94680	50.6	2.6e-48	Phospholipid:diacylglycerol acyltransferase	2.3.1.158 {ECO:0000269|PubMed:12963726}	GO:0005737;GO:0005783;GO:0005789;GO:0008374;GO:0019432;GO:0019915;GO:0032541;GO:0046027;GO:0046339;GO:0097038;GO:0140042	spo:2541187
KAN1677501.1	Q6GQE1	34.2	3.3e-24	Transmembrane protein 184C		GO:0016020;GO:0022857	xla:443890
KAN1677502.1	D4AQA7	45.5	2.6e-145	Probable serine carboxypeptidase ARB_06414	3.4.16.- {ECO:0000250|UniProtKB:P52719}	GO:0004185;GO:0005576;GO:0006508	abe:ARB_06414
KAN1677503.1	Q7RX33	37.1	4.7e-105	Ergothioneine biosynthesis protein 1	1.21.3.10 {ECO:0000269|PubMed:25275953, ECO:0000269|PubMed:4276459};2.1.1.44 {ECO:0000269|PubMed:5484456}	GO:0005634;GO:0005737;GO:0032259;GO:0046872;GO:0052706;GO:0061686;GO:1903257	ncr:NCU04343
KAN1677504.1	O77775	38.2	1.3e-32	Neutrophil cytosol factor 2		GO:0005737;GO:0006909;GO:0016176;GO:0042554;GO:0043020;GO:0045730	bta:281346
KAN1677505.1	G2X7W6	59.2	0.0e+00	Phospholipid-transporting ATPase DRS2	7.6.2.1 {ECO:0000250|UniProtKB:P39524}	GO:0000287;GO:0005524;GO:0005886;GO:0006892;GO:0006897;GO:0016887;GO:0032456;GO:0032588;GO:0070273;GO:0090555;GO:0090556;GO:0140345;GO:0140346;GO:1990530	vda:VDAG_06574
