protein_id	sprot_acc	pident	protein_name	EC	signal_peptide	n_TM_outside_signal	secreted
KAN1675388.1	P0CQ14	75.1	tRNA N6-adenosine threonylcarbamoyltransferase	2.3.1.234 {ECO:0000255|HAMAP-Rule:MF_03180}		0	0
KAN1675394.1	O88738	39.6	Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6	2.3.2.24 {ECO:0000250|UniProtKB:Q9NR09}		0	0
KAN1675395.1	Q6BZP5	61.5	2-methylisocitrate lyase, mitochondrial	4.1.3.30 {ECO:0000269|PubMed:7117251, ECO:0000269|Ref.2, ECO:0000269|Ref.3, ECO:0000269|Ref.4}		0	0
KAN1675396.1	Q4PF83	44.8	Lysophospholipase NTE1	3.1.1.5		2	0
KAN1675397.1	Q96AX1	34.3	Vacuolar protein sorting-associated protein 33A			0	0
KAN1675401.1	Q9VHI4	55.2	Splicing factor 3B subunit 5			0	0
KAN1675404.1	P58234	69.8	Small ribosomal subunit protein eS19A			0	0
KAN1675407.1	Q12214	34.5	Histone deacetylase HOS1	3.5.1.98		0	0
KAN1675408.1	Q10088	45.3	Putative agmatinase 1	3.5.3.11	1-20	0	1
KAN1675413.1	P22579	31.8	Transcriptional regulatory protein SIN3			0	0
KAN1675414.1	P38838	35.5	DNA-dependent metalloprotease WSS1	3.4.24.- {ECO:0000269|PubMed:24998930}		0	0
KAN1675415.1	P0CU27	38.6	Protein-lysine N-methyltransferase EFM3	2.1.1.- {ECO:0000250|UniProtKB:P47163}		0	0
KAN1675417.1	P40445	44.6	Uncharacterized transporter YIL166C			11	0
KAN1675418.1	P40445	45.0	Uncharacterized transporter YIL166C			11	0
KAN1675419.1	P87153	69.8	Probable T-complex protein 1 subunit eta			0	0
KAN1675420.1	P0CQ67	39.7	DNA-dependent ATPase/E3 ubiquitin-protein ligase RAD5	2.3.2.27 {ECO:0000250|UniProtKB:P32849};3.6.4.- {ECO:0000250|UniProtKB:P32849}		0	0
KAN1675421.1	Q10191	35.2	Protein LTV1			0	0
KAN1675422.1	P87121	34.9	Transcription initiation factor TFIID subunit 2			0	0
KAN1675424.1	Q9P376	37.6	RNA polymerase II subunit A C-terminal domain phosphatase	3.1.3.16		0	0
KAN1675428.1	Q9SSJ8	41.1	Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1C	2.7.1.150		0	0
KAN1675429.1	Q6IQT4	55.8	COP9 signalosome complex subunit 2			0	0
KAN1675431.1	A0L5W3	32.4	Large ribosomal subunit protein uL1			0	0
KAN1675433.1	Q9USR2	49.2	Probable mRNA-splicing protein ubp10			0	0
KAN1675435.1	P36408	73.1	Guanine nucleotide-binding protein subunit beta			0	0
KAN1675438.1	Q06833	30.3	Nucleus-vacuole junction protein 2			1	0
KAN1675443.1	P40900	38.9	Sexual differentiation process protein isp4			16	0
KAN1675445.1	P36586	67.7	GTP-binding protein ypt5			0	0
KAN1675455.1	Q9CX00	45.5	IST1 homolog			0	0
KAN1675456.1	A8N374	48.3	Secondary metabolism regulator laeA	2.1.1.- {ECO:0000250|UniProtKB:C8VQG9}		0	0
KAN1675457.1	O08810	56.8	116 kDa U5 small nuclear ribonucleoprotein component			0	0
KAN1675458.1	O59801	49.6	Putative ATP-dependent RNA helicase C550.03c	3.6.4.-		0	0
KAN1675462.1	Q4P553	60.0	Histone acetyltransferase type B subunit 2			0	0
KAN1675463.1	O94480	35.4	25S rRNA (uridine-N(3))-methyltransferase	2.1.1.-		0	0
KAN1675465.1	A9H3S7	37.8	Large ribosomal subunit protein uL10			0	0
KAN1675466.1	Q54VG4	35.9	Small glutamine-rich tetratricopeptide repeat-containing protein			0	0
KAN1675467.1	Q6CBH3	42.4	Probable hexaprenyl pyrophosphate synthase, mitochondrial	2.5.1.-		0	0
KAN1675468.1	D4AVD4	59.8	Calnexin homolog ARB_00147		1-23	1	0
KAN1675474.1	Q8BL99	33.0	Protein DOP1A			0	0
KAN1675476.1	J9VME1	52.2	ABC multidrug transporter AFR1			12	0
KAN1675477.1	Q9Y7J5	37.5	TBC domain-containing protein C1778.09			0	0
KAN1675478.1	Q9UST8	31.8	Ribonuclease H	3.1.26.4		0	0
KAN1675482.1	O42726	31.2	Ubiquitin carboxyl-terminal hydrolase 2	3.4.19.12		0	0
KAN1675485.1	Q09801	50.8	Pre-mRNA polyadenylation factor fip1			0	0
KAN1675486.1	Q4R7Y5	50.0	DnaJ homolog subfamily B member 6			0	0
KAN1675487.1	P38230	37.2	Zeta-crystallin	1.6.5.5 {ECO:0000269|PubMed:17497241, ECO:0000269|PubMed:21820057}		0	0
KAN1675489.1	Q4PC06	91.2	Mitogen-activated protein kinase HOG1	2.7.11.24 {ECO:0000250|UniProtKB:P32485}		0	0
KAN1675490.1	Q4P7Y8	44.9	NADH-cytochrome b5 reductase 2	1.6.2.2		1	0
KAN1675494.1	Q96V54	55.8	Ubiquitin carboxyl-terminal hydrolase creB	3.4.19.12		0	0
KAN1675496.1	Q6ANL4	38.6	Asparagine--tRNA ligase	6.1.1.22 {ECO:0000255|HAMAP-Rule:MF_00534}		0	0
KAN1675501.1	Q13526	48.1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	5.2.1.8 {ECO:0000269|PubMed:21497122, ECO:0000269|PubMed:23623683, ECO:0000269|PubMed:29686383}		0	0
KAN1675504.1	Q9W0P5	47.7	UDP-glucose 4-epimerase	5.1.3.2 {ECO:0000269|PubMed:20519568, ECO:0000269|PubMed:22654673};5.1.3.7 {ECO:0000269|PubMed:22654673}		0	0
KAN1675505.1	Q8R3N6	30.5	THO complex subunit 1			0	0
KAN1675507.1	P38230	38.0	Zeta-crystallin	1.6.5.5 {ECO:0000269|PubMed:17497241, ECO:0000269|PubMed:21820057}		0	0
KAN1675510.1	G1XU01	33.3	Cytochrome P450 monooxygenase AOL_s00215g280	1.-.-.- {ECO:0000305|PubMed:28475838}		1	0
KAN1675515.1	Q9LDU0	39.2	Metal tolerance protein 7			6	0
KAN1675516.1	O61122	67.8	Serine/threonine-protein kinase svkA	2.7.11.1		0	0
KAN1675517.1	O54774	44.7	AP-3 complex subunit delta-1			0	0
KAN1675519.1	G3XMC6	39.7	Dehydrogenase azaJ	1.-.-.- {ECO:0000305|PubMed:22921072}		0	0
KAN1675520.1	Q0CSA3	36.4	FAD-binding monooxygenase tazF	1.14.13.- {ECO:0000305|PubMed:35398258}		0	0
KAN1675521.1	J9VSG5	68.0	Chitin synthase regulator 2			0	0
KAN1675523.1	Q54KE6	46.6	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	6.4.1.4		0	0
KAN1675526.1	G0S8F9	38.4	DASH complex subunit ASK1			0	0
KAN1675527.1	P29719	30.0	Endoglucanase A	3.2.1.4	1-33	0	1
KAN1675530.1	A0A0E0RTV6	37.3	FAD-linked oxidoreductase ZEB1	1.-.-.- {ECO:0000305|PubMed:16262793}	1-27	0	1
KAN1675533.1	Q9UT59	37.4	Putative uncharacterized oxidoreductase C513.07	1.1.1.-		0	0
KAN1675534.1	Q9Y8H5	40.6	Delta(12) fatty acid desaturase	1.14.19.6 {ECO:0000269|PubMed:10215899, ECO:0000269|PubMed:10478922}		4	0
KAN1675536.1	F8P9P5	37.2	Adenylate-forming reductase Nps11	1.2.1.- {ECO:0000269|PubMed:27457378}		0	0
KAN1675537.1	A0A0E0RTV6	37.2	FAD-linked oxidoreductase ZEB1	1.-.-.- {ECO:0000305|PubMed:16262793}	1-27	0	1
KAN1675538.1	Q59J82	43.4	Acyl-lipid omega-3 desaturase (cytochrome b5), endoplasmic reticulum	1.14.19.25 {ECO:0000269|PubMed:15538555}		6	0
KAN1675539.1	O74731	45.7	tRNA-dihydrouridine(20) synthase [NAD(P)+]	1.3.1.- {ECO:0000269|PubMed:34798057};1.3.1.91 {ECO:0000305|PubMed:34798057}		0	0
KAN1675542.1	P18631	40.3	Low-affinity glucose transporter			12	0
KAN1675546.1	O58584	54.8	RutC family protein PH0854			0	0
KAN1675547.1	O74341	69.8	T-complex protein 1 subunit gamma			0	0
KAN1675548.1	P87035	31.3	Guanine nucleotide-binding protein alpha-4 subunit			0	0
KAN1675549.1	A0A5J6BJT1	62.1	AA9 family lytic polysaccharide monooxygenase B	1.14.99.54 {ECO:0000269|PubMed:31540984};1.14.99.56 {ECO:0000269|PubMed:31540984}	1-18	0	1
KAN1675550.1	S7RK00	59.7	AA9 family lytic polysaccharide monooxygenase B	1.14.99.54 {ECO:0000269|PubMed:26138398};1.14.99.56 {ECO:0000269|PubMed:26138398}	1-20	0	1
KAN1675551.1	Q01877	45.6	Heat shock protein HSS1			0	0
KAN1675552.1	Q9UT97	69.9	Probable proteasome subunit alpha type-5			0	0
KAN1675553.1	Q84K25	31.6	Conserved oligomeric Golgi complex subunit 8			0	0
KAN1675554.1	P25416	37.9	Protein qutG			0	0
KAN1675558.1	O93919	70.1	Adenosine kinase	2.7.1.20		0	0
KAN1675559.1	P45699	62.3	Putative endoglucanase type K	3.2.1.4	1-18	0	1
KAN1675560.1	P45699	64.5	Putative endoglucanase type K	3.2.1.4	1-18	0	1
KAN1675562.1	P87141	35.7	Target of rapamycin complex 1 subunit mip1			0	0
KAN1675563.1	Q6TGJ8	65.4	Nucleolar GTP-binding protein 2			0	0
KAN1675564.1	P42894	74.3	Enolase	4.2.1.11		0	0
KAN1675568.1	P54644	40.0	RAC family serine/threonine-protein kinase homolog	2.7.11.1		0	0
KAN1675575.1	Q9P7D3	33.1	WHI2-like protein P4H10.16c			0	0
KAN1675576.1	Q9P7F2	31.6	Copper amine oxidase 1	1.4.3.21 {ECO:0000269|PubMed:16946276}		0	0
KAN1675582.1	Q9UU99	50.5	CRAL-TRIO domain-containing protein C23B6.04c			0	0
KAN1675583.1	J9VXM5	61.4	Chitin synthase 3	2.4.1.16 {ECO:0000305|PubMed:16278457}		6	0
KAN1675584.1	Q9UW02	54.3	Thioredoxin			0	0
KAN1675585.1	W4KMP1	55.0	AA9 family lytic polysaccharide monooxygenase B	1.14.99.56 {ECO:0000269|PubMed:29660793}	1-19	0	1
KAN1675586.1	P25042	41.0	Repressor ROX1			0	0
KAN1675589.1	Q8J0Q0	38.3	Mannosyl-oligosaccharide 1,2-alpha-mannosidase	3.2.1.113 {ECO:0000250|UniProtKB:P32906}		0	0
KAN1675597.1	O74885	47.7	Alpha-ketoglutarate-dependent xanthine dioxygenase xan1	1.14.11.48 {ECO:0000269|PubMed:15948966}		0	0
KAN1675601.1	O14171	46.8	Dehydrodolichyl diphosphate synthase complex subunit SPAC4D7.04c	2.5.1.87 {ECO:0000303|PubMed:25066056}		0	0
KAN1675604.1	O74885	51.7	Alpha-ketoglutarate-dependent xanthine dioxygenase xan1	1.14.11.48 {ECO:0000269|PubMed:15948966}		0	0
KAN1675611.1	Q6AX59	33.3	Protein ABHD8	3.-.-.-		0	0
KAN1675620.1	A0A4P1LYB6	40.6	Non-canonical aromatic amino acid decarboxylase	4.1.1.- {ECO:0000269|PubMed:30484626};4.1.1.105 {ECO:0000269|PubMed:30484626};4.1.1.25 {ECO:0000269|PubMed:30484626};4.1.1.53 {ECO:0000269|PubMed:30484626}		0	0
KAN1675623.1	P36013	46.0	NAD-dependent malic enzyme, mitochondrial	1.1.1.38 {ECO:0000250|UniProtKB:P23368}		0	0
KAN1675627.1	M5EAX2	40.1	GMC oxidoreductase family protein Mala s 12	1.-.-.- {ECO:0000305}	1-23	0	1
KAN1675628.1	Q9UUC1	63.7	Large ribosomal subunit protein eL21A			0	0
KAN1675629.1	Q09757	89.8	Small ribosomal subunit protein uS4A			0	0
KAN1675630.1	O74968	39.2	U1 small nuclear ribonucleoprotein usp102			0	0
KAN1675636.1	O74435	68.5	Cell division control protein 31			0	0
KAN1675638.1	Q9Y7P4	49.6	Large ribosomal subunit protein uL2m			0	0
KAN1675639.1	Q4P6N7	78.2	RuvB-like helicase 2	3.6.4.12		0	0
KAN1675643.1	P38347	30.2	Protein-lysine N-methyltransferase EFM2	2.1.1.- {ECO:0000269|PubMed:21858014, ECO:0000269|PubMed:22522802, ECO:0000269|PubMed:24517342, ECO:0000269|PubMed:25086354}		0	0
KAN1675650.1	Q10169	39.0	Deubiquitination-protection protein dph1			0	0
KAN1675653.1	O42976	33.3	Uncharacterized membrane protein C20F10.07			1	0
KAN1675655.1	Q10088	50.1	Putative agmatinase 1	3.5.3.11	1-20	0	1
KAN1675663.1	P17702	34.9	Large ribosomal subunit protein eL28			0	0
KAN1675665.1	P17326	34.0	Sodium/potassium-transporting ATPase subunit alpha-A	7.2.2.13		8	0
KAN1675666.1	J5JHE8	37.5	Secreted LysM effector Blys4			0	0
KAN1675667.1	P00427	67.6	Cytochrome c oxidase subunit 6, mitochondrial			0	0
KAN1675671.1	O74468	33.9	Probable uroporphyrinogen-III C-methyltransferase	2.1.1.107		0	0
KAN1675672.1	P41004	37.1	Structural maintenance of chromosomes protein 4			0	0
KAN1675673.1	P43568	35.4	Serine/threonine-protein kinase CAK1	2.7.11.22		0	0
KAN1675677.1	Q9UBQ7	41.3	Glyoxylate reductase/hydroxypyruvate reductase	1.1.1.79 {ECO:0000269|PubMed:10484776, ECO:0000269|PubMed:10524214};1.1.1.81 {ECO:0000269|PubMed:10484776, ECO:0000269|PubMed:10524214}		0	0
KAN1675678.1	Q6D9D7	36.1	G/U mismatch-specific DNA glycosylase	3.2.2.28 {ECO:0000255|HAMAP-Rule:MF_01956}		0	0
KAN1675682.1	P43564	39.7	Probable lipase MIL1	3.1.1.- {ECO:0000305|PubMed:26658609}		5	0
KAN1675686.1	O74438	30.4	Meiotic coiled-coil protein 2			0	0
KAN1675689.1	A0A5J6BJQ5	50.0	AA9 family lytic polysaccharide monooxygenase H	1.14.99.56 {ECO:0000269|PubMed:31540984}	1-17	0	1
KAN1675691.1	Q5V9F0	42.8	Cytosol aminopeptidase	3.4.11.1;3.4.11.5		0	0
KAN1675692.1	Q5V9F0	44.8	Cytosol aminopeptidase	3.4.11.1;3.4.11.5		0	0
KAN1675693.1	Q5V9F0	44.8	Cytosol aminopeptidase	3.4.11.1;3.4.11.5		0	0
KAN1675694.1	Q5V9F0	44.8	Cytosol aminopeptidase	3.4.11.1;3.4.11.5		0	0
KAN1675695.1	Q5V9F0	44.8	Cytosol aminopeptidase	3.4.11.1;3.4.11.5		0	0
KAN1675696.1	Q5V9F0	44.8	Cytosol aminopeptidase	3.4.11.1;3.4.11.5		0	0
KAN1675697.1	Q5V9F0	44.8	Cytosol aminopeptidase	3.4.11.1;3.4.11.5		0	0
KAN1675698.1	Q5V9F0	44.8	Cytosol aminopeptidase	3.4.11.1;3.4.11.5		0	0
KAN1675699.1	Q17RS7	31.2	Flap endonuclease GEN homolog 1	3.1.-.-		0	0
KAN1675703.1	Q10177	39.3	Manganese transporter pdt1			12	0
KAN1675704.1	Q8NK92	35.1	Aorsin	3.4.21.-	1-22	0	1
KAN1675707.1	F1SY91	43.7	Cytochrome P450 monooxygenase 98	1.-.-.- {ECO:0000269|PubMed:21938516}		1	0
KAN1675708.1	O36032	50.5	Glutaredoxin-1			0	0
KAN1675709.1	O59826	50.4	Putative voltage-gated potassium channel subunit beta	1.1.1.- {ECO:0000250|UniProtKB:P62483}		0	0
KAN1675711.1	P22142	75.8	NADH-ubiquinone oxidoreductase 49 kDa subunit, mitochondrial	7.1.1.2		0	0
KAN1675713.1	A0A2B7YEY0	31.0	Cytochrome P450 monooxygenase polD	1.-.-.- {ECO:0000269|PubMed:36602159}		1	0
KAN1675715.1	O43011	51.2	Histidine--tRNA ligase, mitochondrial	6.1.1.21		0	0
KAN1675717.1	Q09922	46.6	Uncharacterized transcriptional regulatory protein C1F7.11c			0	0
KAN1675721.1	Q4PB04	94.2	Histone H3.2			0	0
KAN1675722.1	Q84TH4	56.8	Serine/arginine-rich splicing factor SR45a			0	0
KAN1675725.1	O13901	33.1	Uncharacterized CDP-alcohol phosphatidyltransferase class-I family protein C22A12.10			9	0
KAN1675726.1	B8MZZ6	39.2	Probable exopolygalacturonase C	3.2.1.67	1-21	0	1
KAN1675729.1	P41925	41.5	Ras-like GTP-binding protein RYL2			0	0
KAN1675735.1	O94168	40.7	Carbon catabolite-derepressing protein kinase	2.7.11.1		0	0
KAN1675736.1	Q00808	41.1	Vegetative incompatibility protein HET-E-1			0	0
KAN1675737.1	P87137	32.9	Uncharacterized protein C57A7.06			0	0
KAN1677085.1	Q5ZIA5	49.1	Coatomer subunit beta			0	0
KAN1677094.1	Q00808	30.5	Vegetative incompatibility protein HET-E-1			0	0
KAN1677098.1	P55852	47.6	Small ubiquitin-related modifier 1			0	0
KAN1677101.1	F1SY91	47.7	Cytochrome P450 monooxygenase 98	1.-.-.- {ECO:0000269|PubMed:21938516}		1	0
KAN1677103.1	P38096	44.1	Lactam utilization protein lamB			0	0
KAN1677105.1	A2QV36	57.3	Probable pectate lyase A	4.2.2.2	1-20	0	1
KAN1677106.1	P38095	37.5	Putative urea carboxylase	6.3.4.6		0	0
KAN1677116.1	A0A2B7YEY0	32.2	Cytochrome P450 monooxygenase polD	1.-.-.- {ECO:0000269|PubMed:36602159}		1	0
KAN1677118.1	A2QV36	56.4	Probable pectate lyase A	4.2.2.2	1-20	0	1
KAN1677122.1	F1SY91	39.6	Cytochrome P450 monooxygenase 98	1.-.-.- {ECO:0000269|PubMed:21938516}		1	0
KAN1677123.1	G4TS85	44.8	Inorganic phosphate transporter PHO84			11	0
KAN1677125.1	A0A0S6XHQ0	39.5	2-oxoglutarate-dependent dioxygenase frbJ	1.14.-.- {ECO:0000305|PubMed:27660098}		0	0
KAN1677128.1	P30675	89.3	Guanine nucleotide-binding protein subunit alpha			0	0
KAN1677130.1	Q9SK39	53.5	Probable steroid-binding protein 3			0	0
KAN1677135.1	G4TS85	44.1	Inorganic phosphate transporter PHO84			11	0
KAN1677139.1	Q7ZTL7	31.2	Mitochondrial chaperone BCS1	3.6.1.- {ECO:0000250|UniProtKB:P32839}		1	0
KAN1677145.1	Q2QMI0	38.0	CBL-interacting protein kinase 4	2.7.11.1		0	0
KAN1677148.1	P14306	30.9	Carboxypeptidase Y inhibitor			0	0
KAN1677150.1	P0CR60	82.5	Sorting nexin-3			0	0
KAN1677159.1	Q8N4G2	40.6	ADP-ribosylation factor-like protein 14			0	0
KAN1677161.1	P0DXZ0	44.8	Glutathione-independent formaldehyde dehydrogenase	1.2.1.46 {ECO:0000269|PubMed:23989142, ECO:0000269|PubMed:24125754}		0	0
KAN1677165.1	P9WEI7	36.6	Cytochrome P450 monooxygenase claR	1.-.-.- {ECO:0000269|PubMed:38602511}		1	0
KAN1677170.1	A0A3G9JYJ6	66.7	Caffeoylpyruvate hydrolase	3.7.-.- {ECO:0000269|PubMed:28508049}		0	0
KAN1677171.1	Q5U752	30.5	Interferon-induced GTP-binding protein Mx			0	0
KAN1677175.1	P0DXZ0	44.1	Glutathione-independent formaldehyde dehydrogenase	1.2.1.46 {ECO:0000269|PubMed:23989142, ECO:0000269|PubMed:24125754}		0	0
KAN1677176.1	M5EAX2	32.7	GMC oxidoreductase family protein Mala s 12	1.-.-.- {ECO:0000305}	1-23	0	1
KAN1677178.1	A0A1B1ZGB5	35.3	Adenylate-forming reductase Nps10	1.2.1.- {ECO:0000269|PubMed:27457378}		0	0
KAN1677182.1	Q9P3U4	43.6	E3 ubiquitin-protein ligase dbl4	2.3.2.31 {ECO:0000250|UniProtKB:O60260}		0	0
KAN1677184.1	F9WWD1	41.8	Type 2 glycosyltransferase	2.4.1.- {ECO:0000305|PubMed:29020037}		4	0
KAN1677185.1	S7QKE2	60.5	AA9 family lytic polysaccharide monooxygenase C	1.14.99.54 {ECO:0000305|PubMed:27590806};1.14.99.56 {ECO:0000305|PubMed:27590806}	1-17	0	1
KAN1677190.1	P34101	31.1	Probable serine/threonine-protein kinase fhkC	2.7.11.1		0	0
KAN1677194.1	P38972	53.8	Phosphoribosylformylglycinamidine synthase	6.3.5.3		0	0
KAN1677195.1	Q875B6	30.0	Protein SQS1			0	0
KAN1677199.1	Q6DDM4	34.0	Apoptosis inhibitor 5-A			0	0
KAN1677201.1	G2X2I9	40.6	Sugar transporter 12			12	0
KAN1677202.1	O31463	31.1	Homocysteine S-methyltransferase YbgG	2.1.1.10		0	0
KAN1677203.1	B8PAR0	82.9	Small ribosomal subunit protein uS2			0	0
KAN1677204.1	O59952	30.9	Lipase	3.1.1.3	1-17	0	1
KAN1677208.1	P36035	35.1	Carboxylic acid transporter protein homolog			12	0
KAN1677209.1	P53914	57.3	RNA cytidine acetyltransferase	2.3.1.- {ECO:0000255|HAMAP-Rule:MF_03211}		0	0
KAN1677213.1	P34101	33.6	Probable serine/threonine-protein kinase fhkC	2.7.11.1		0	0
KAN1677216.1	Q10248	43.8	Glutamate/glycine mitochondrial carrier ymc1			6	0
KAN1677220.1	Q6H628	48.8	Monothiol glutaredoxin-S6			0	0
KAN1677221.1	A0A0W0FPC8	53.7	chitinase-like effector		1-23	0	1
KAN1677223.1	P20133	45.4	Geranylgeranyl transferase type-2 subunit beta	2.5.1.60		0	0
KAN1677224.1	Q9USU9	53.7	Transcription initiation factor IIA large subunit			0	0
KAN1677232.1	P87131	46.7	Cysteine synthase 2	2.5.1.47		1	0
KAN1677233.1	Q59WH0	34.1	Transcriptional adapter 2			0	0
KAN1677245.1	Q5BAD0	35.4	Protein N-terminal and lysine N-methyltransferase efm7	2.1.1.- {ECO:0000255|HAMAP-Rule:MF_03223}		0	0
KAN1677246.1	F9FAJ9	33.1	Bifunctional dioxygenase (DOX)-epoxy alcohol synthase (EAS)	1.-.-.- {ECO:0000269|PubMed:25121983};1.13.11.- {ECO:0000269|PubMed:25121983};1.13.11.62 {ECO:0000269|PubMed:25121983}		0	0
KAN1677250.1	P0CT60	79.1	Large ribosomal subunit protein uL14A			0	0
KAN1677251.1	G2X2I9	39.4	Sugar transporter 12			12	0
KAN1677252.1	J9VS02	38.5	Major aspartyl peptidase 1	3.4.23.- {ECO:0000269|PubMed:27977806, ECO:0000269|PubMed:34006103}	1-16	0	1
KAN1677255.1	A0A142I736	32.9	UstYa family oxidase phomYc'	1.-.-.- {ECO:0000305|PubMed:34608734}		1	0
KAN1677256.1	P34762	58.1	Conidiation-specific protein 6			0	0
KAN1677259.1	F7J1C8	59.7	Galactan endo-beta-1,3-galactanase	3.2.1.181	1-21	0	1
KAN1677260.1	P49606	45.2	Adenylate cyclase	4.6.1.1		0	0
KAN1677261.1	F7J1C8	41.5	Galactan endo-beta-1,3-galactanase	3.2.1.181	1-21	0	1
KAN1677265.1	Q0CI48	37.4	Beta-mannosidase A	3.2.1.25	1-19	0	1
KAN1677267.1	O94443	35.8	Uncharacterized exonuclease C637.09	3.1.-.-		0	0
KAN1677268.1	A0A0U5GQ05	33.6	FAD-dependent monooxygenase drtC	1.-.-.- {ECO:0000269|PubMed:34468074}		0	0
KAN1677269.1	Q9LIR9	35.5	Probable magnesium transporter NIPA1			9	0
KAN1677270.1	A8C7S1	41.5	Agroclavine dehydrogenase	1.5.1.46 {ECO:0000250|UniProtKB:P0CT21}		0	0
KAN1677271.1	P87035	31.1	Guanine nucleotide-binding protein alpha-4 subunit			0	0
KAN1677272.1	O94659	57.6	Probable nucleolar GTP-binding protein 1			0	0
KAN1677273.1	A8P5H7	42.1	Probable Xaa-Pro aminopeptidase P	3.4.11.9		0	0
KAN1677274.1	G2X2I9	42.4	Sugar transporter 12			12	0
KAN1677280.1	O04885	59.7	Lactoylglutathione lyase	4.4.1.5		0	0
KAN1677282.1	Q01408	46.5	UV-damage endonuclease	3.-.-.-		0	0
KAN1677283.1	Q02804	37.8	ADP-ribosylation factor-like protein 3			0	0
KAN1677285.1	O13956	38.0	Ribosome biogenesis protein tsr1			0	0
KAN1677287.1	P0C197	53.4	Probable chloride channel protein UM03490-D			12	0
KAN1677290.1	P0CN20	39.1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2			0	0
KAN1677291.1	A0A1V0QSF1	52.5	Diterpene cyclase eriG	4.2.3.206 {ECO:0000269|PubMed:28371074, ECO:0000269|PubMed:31535864}		6	0
KAN1677292.1	P42769	44.8	Glutathione S-transferase PM239X14	2.5.1.18		0	0
KAN1677295.1	P22697	63.9	Regulatory protein cys-3			0	0
KAN1677296.1	P0CQ64	47.9	Pre-mRNA-splicing factor CWC24			0	0
KAN1677298.1	Q10298	39.0	Putative serine/threonine-protein phosphatase C22H10.04	3.1.3.16		0	0
KAN1677300.1	J4VWM7	37.5	FAD-dependent monooxygenase OpS4	1.-.-.- {ECO:0000269|PubMed:26305932}	1-22	0	1
KAN1677303.1	P17576	58.8	Polyporopepsin	3.4.23.29		0	0
KAN1677304.1	Q5ZLG0	43.7	Acetoacetyl-CoA synthetase	6.2.1.16 {ECO:0000250|UniProtKB:Q9JMI1}		0	0
KAN1677305.1	Q93Y37	34.7	Mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS3	3.2.1.113 {ECO:0000269|PubMed:20023195};3.2.1.209 {ECO:0000269|PubMed:20023195}		1	0
KAN1677306.1	B0D0N9	76.3	Protein SEY1	3.6.5.- {ECO:0000255|HAMAP-Rule:MF_03109}		2	0
KAN1677307.1	B2AC45	44.4	Extracellular metalloprotease PODANS_2_14170	3.4.24.-	1-18	0	1
KAN1677308.1	O93931	89.5	Small ribosomal subunit protein eS26			0	0
KAN1677309.1	Q4P4R3	35.4	Protein HIR1			0	0
KAN1677310.1	C1DMX5	38.8	L-rhamnose 1-dehydrogenase (NAD(P)(+))	1.1.1.378 {ECO:0000269|PubMed:18505728, ECO:0000269|PubMed:33482017}		0	0
KAN1677311.1	P0CM48	35.8	pH-response regulator protein palC			0	0
KAN1677312.1	P41733	32.8	GPI transamidase component GAB1			8	0
KAN1677314.1	Q09860	48.7	Probable cysteine--tRNA ligase	6.1.1.16		0	0
KAN1677315.1	P36088	36.9	Free methionine-R-sulfoxide reductase	1.8.4.14		0	0
KAN1677316.1	Q5U3N0	32.8	Pleckstrin homology domain-containing family A member 8			0	0
KAN1677317.1	A0JNI1	46.7	LysM and putative peptidoglycan-binding domain-containing protein 1			0	0
KAN1677319.1	Q9UUM7	56.8	Protein hob3			0	0
KAN1677324.1	A2TBU1	40.6	Agroclavine dehydrogenase	1.5.1.46 {ECO:0000250|UniProtKB:P0CT21}		0	0
KAN1677326.1	P38880	35.8	Mitochondrial distribution and morphology protein 31			2	0
KAN1677328.1	P43535	31.0	Protein GCN20			0	0
KAN1677329.1	Q5C9L6	37.5	(S)-coclaurine N-methyltransferase	2.1.1.140 {ECO:0000269|PubMed:19624470}		0	0
KAN1677331.1	Q05567	47.3	Sphingosine-1-phosphate lyase	4.1.2.- {ECO:0000269|PubMed:25345524};4.1.2.27 {ECO:0000269|PubMed:20696404, ECO:0000269|PubMed:25345524}		1	0
KAN1677332.1	P53900	47.4	Prefoldin subunit 4			0	0
KAN1677333.1	P0CM34	53.1	Autophagy-related protein 3			0	0
KAN1677334.1	O94311	56.7	UPF0743 protein C215.06c			0	0
KAN1677335.1	A0A0L0P6P7	47.8	DNA topoisomerase 3	5.6.2.1 {ECO:0000255|PROSITE-ProRule:PRU10131}		0	0
KAN1677337.1	Q6URB0	61.5	Cytochrome c peroxidase, mitochondrial	1.11.1.5 {ECO:0000250|UniProtKB:P00431}		0	0
KAN1677338.1	E3QFA7	42.1	Pathogenicity cluster 5 protein d		1-19	0	1
KAN1677340.1	P13860	61.8	Exoglucanase 1	3.2.1.91	1-18	0	1
KAN1677343.1	Q4PGM6	66.3	Pre-mRNA-splicing factor RSE1			0	0
KAN1677344.1	P28344	61.3	Malate synthase, glyoxysomal	2.3.3.9		0	0
KAN1677345.1	B0D1L7	73.1	Protein GET1			3	0
KAN1677348.1	O13722	50.4	SAGA complex/transcription factor TFIID complex subunit Taf12			0	0
