protein_id	sprot_acc	pident	evalue	protein_name	EC	GO	KEGG
KAJ8693830.1	Q12526	45.6	7.0e-45	Ras-like protein	3.6.5.2 {ECO:0000250|UniProtKB:P01112}	GO:0003924;GO:0003925;GO:0005525;GO:0005886;GO:0007163;GO:0007265;GO:0009847;GO:0048315;GO:0075306	ani:ANIA_00182
KAJ8693831.1	Q4X241	41.2	8.6e-39	Ras-like protein B	3.6.5.2 {ECO:0000250|UniProtKB:P01112}	GO:0003924;GO:0003925;GO:0005525;GO:0005886;GO:0007265;GO:0030448	afm:AFUA_2G07770
KAJ8693832.1	P40506	41.5	6.9e-77	Phosphopantothenate--cysteine ligase CAB2	6.3.2.5	GO:0004632;GO:0005634;GO:0005737;GO:0015937;GO:1990143	sce:YIL083C
KAJ8693833.1	Q9USK7	39.5	3.2e-45	Uncharacterized protein C4B3.18		GO:0004632;GO:0005634;GO:0005737;GO:0005829;GO:0015937;GO:1990181	spo:2539367
KAJ8693834.1	G2X321	43.4	4.7e-14	Secretory silencing repressor 1		GO:0003729;GO:0005634	vda:VDAG_04215
KAJ8693835.1	O22806	35.4	3.9e-23	Mitotic spindle checkpoint protein BUBR1		GO:0000776;GO:0004672;GO:0005634;GO:0005737;GO:0005815;GO:0005828;GO:0005876;GO:0007094;GO:0010369;GO:0051754	ath:AT2G33560
KAJ8693836.1	O14368	34.0	3.6e-19	Heat shock protein 16		GO:0005634;GO:0005737;GO:0005829;GO:0006457;GO:0009408;GO:0009651;GO:0034605;GO:0034620;GO:0042542;GO:0042802;GO:0044183;GO:0051082;GO:0051259;GO:0071218;GO:0140453	spo:2540977
KAJ8693837.1	O34714	52.2	3.8e-139	Oxalate decarboxylase OxdC	4.1.1.2 {ECO:0000269|PubMed:10960116, ECO:0000269|PubMed:11546787, ECO:0000269|PubMed:12056897}	GO:0005737;GO:0033609;GO:0046564;GO:0046872	bsu:BSU33240
KAJ8693838.1	O34714	47.9	1.7e-92	Oxalate decarboxylase OxdC	4.1.1.2 {ECO:0000269|PubMed:10960116, ECO:0000269|PubMed:11546787, ECO:0000269|PubMed:12056897}	GO:0005737;GO:0033609;GO:0046564;GO:0046872	bsu:BSU33240
KAJ8693839.1	O34714	51.4	2.6e-109	Oxalate decarboxylase OxdC	4.1.1.2 {ECO:0000269|PubMed:10960116, ECO:0000269|PubMed:11546787, ECO:0000269|PubMed:12056897}	GO:0005737;GO:0033609;GO:0046564;GO:0046872	bsu:BSU33240
KAJ8693841.1	Q9VU68	37.0	8.7e-125	Actin-interacting protein 1		GO:0001736;GO:0005856;GO:0007298;GO:0030042;GO:0030833;GO:0030834;GO:0030864;GO:0034316;GO:0035317;GO:0040011;GO:0045214;GO:0051015	dme:Dmel_CG10724
KAJ8693842.1	C8VJW1	33.6	2.2e-77	Major facilitator-type transporter hxnP		GO:0005886;GO:0016020;GO:0022857	
KAJ8693843.1	O74187	65.1	5.1e-249	Aldehyde dehydrogenase	1.2.1.3	GO:0004029;GO:0006068;GO:0019413	
KAJ8693846.1	Q9US44	41.7	3.6e-21	Carboxylic acid transmembrane transporter tna1		GO:0005794;GO:0005886;GO:0016020;GO:0022857;GO:0032153;GO:0046943;GO:0051286;GO:1905039	spo:2543262
KAJ8693847.1	P50276	36.2	5.5e-96	High-affinity methionine permease		GO:0000101;GO:0000102;GO:0000324;GO:0003333;GO:0005886;GO:0015179;GO:0015821;GO:0042883;GO:0071944;GO:1903692	sce:YGR055W
KAJ8693848.1	Q8NK02	45.9	1.5e-140	1,4-beta-D-glucan cellobiohydrolase B	3.2.1.91	GO:0005576;GO:0009251;GO:0016162;GO:0030245;GO:0030248	ani:ANIA_00494
KAJ8693849.1	A0A0D1DWZ5	38.3	1.2e-128	RNA-binding protein RRM4		GO:0003730;GO:0005634;GO:0005768;GO:0005829;GO:0005856;GO:0008143;GO:0008266;GO:0010494;GO:0051028;GO:1990904	uma:UMAG_10836
KAJ8693850.1	Q8NK72	57.0	1.6e-59	DNA repair and recombination protein rhm52		GO:0000730;GO:0003697;GO:0005634;GO:0006312;GO:0045002	mgr:MGG_08585
KAJ8693851.1	Q8NK72	57.0	5.3e-60	DNA repair and recombination protein rhm52		GO:0000730;GO:0003697;GO:0005634;GO:0006312;GO:0045002	mgr:MGG_08585
KAJ8693853.1	O14321	58.0	2.1e-137	Sterol 24-C-methyltransferase erg6	2.1.1.- {ECO:0000305|PubMed:18310029};2.1.1.41 {ECO:0000305|PubMed:8586261}	GO:0003838;GO:0005634;GO:0005783;GO:0006696;GO:0032259	spo:2539602
KAJ8693856.1	P39992	40.2	1.2e-26	Uncharacterized protein YEL023C			sce:YEL023C
KAJ8693857.1	Q4WY82	42.7	3.6e-140	Linoleate 10R-lipoxygenase	1.13.11.62	GO:0001516;GO:0001676;GO:0004497;GO:0004601;GO:0005506;GO:0006979;GO:0016705;GO:0020037;GO:0042744;GO:0051213	afm:AFUA_3G12120
KAJ8693858.1	F9FAJ9	33.5	6.0e-37	Bifunctional dioxygenase (DOX)-epoxy alcohol synthase (EAS)	1.-.-.- {ECO:0000269|PubMed:25121983};1.13.11.- {ECO:0000269|PubMed:25121983};1.13.11.62 {ECO:0000269|PubMed:25121983}	GO:0004497;GO:0004601;GO:0005506;GO:0006631;GO:0006979;GO:0016705;GO:0020037;GO:0051213	
KAJ8693859.1	F9FAJ9	33.5	1.0e-35	Bifunctional dioxygenase (DOX)-epoxy alcohol synthase (EAS)	1.-.-.- {ECO:0000269|PubMed:25121983};1.13.11.- {ECO:0000269|PubMed:25121983};1.13.11.62 {ECO:0000269|PubMed:25121983}	GO:0004497;GO:0004601;GO:0005506;GO:0006631;GO:0006979;GO:0016705;GO:0020037;GO:0051213	
KAJ8693860.1	Q38XT6	30.4	7.8e-29	Methionyl-tRNA formyltransferase	2.1.2.9 {ECO:0000255|HAMAP-Rule:MF_00182}	GO:0004479;GO:0005829	lsa:LCA_0689
KAJ8693870.1	Q9JHG1	30.3	5.6e-15	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P		GO:0000506;GO:0005783;GO:0005789;GO:0006506;GO:0017176	mmu:56176
KAJ8693873.1	P53695	47.3	3.5e-95	Exodeoxyribonuclease 1	3.1.-.-	GO:0000706;GO:0000710;GO:0000723;GO:0000724;GO:0000729;GO:0003690;GO:0005634;GO:0006298;GO:0006310;GO:0006312;GO:0017108;GO:0031297;GO:0035312;GO:0035861;GO:0043570;GO:0046872;GO:0051908;GO:0072686;GO:1990426	spo:2540348
KAJ8693875.1	P71359	34.6	2.6e-15	ATP-dependent DNA helicase RecQ	5.6.2.4 {ECO:0000250|UniProtKB:P15043}	GO:0003677;GO:0005524;GO:0005694;GO:0005737;GO:0006260;GO:0006281;GO:0006310;GO:0009378;GO:0009432;GO:0016887;GO:0030894;GO:0043138;GO:0043590;GO:0046872	hin:HI_0728
KAJ8693880.1	Q9P7W2	38.6	2.6e-37	Probable 5-formyltetrahydrofolate cyclo-ligase	6.3.3.2	GO:0005524;GO:0005737;GO:0005739;GO:0009396;GO:0030272;GO:0035999	spo:2539626
KAJ8693881.1	Q9P7W2	39.1	1.7e-27	Probable 5-formyltetrahydrofolate cyclo-ligase	6.3.3.2	GO:0005524;GO:0005737;GO:0005739;GO:0009396;GO:0030272;GO:0035999	spo:2539626
KAJ8693882.1	Q4WI46	40.6	4.8e-73	Crh-like protein 2	2.4.-.- {ECO:0000269|PubMed:30971696};3.2.1.14 {ECO:0000269|PubMed:30971696}	GO:0005886;GO:0005975;GO:0008843;GO:0009277;GO:0016757;GO:0071555;GO:0098552	afm:AFUA_2G03120
KAJ8693883.1	O74502	43.2	1.8e-229	DNA mismatch repair protein msh6		GO:0005524;GO:0005634;GO:0005829;GO:0006298;GO:0016887;GO:0030983;GO:0032137;GO:0032301;GO:0043570;GO:0140664	spo:2539215
KAJ8693884.1	A2QAP8	44.6	1.1e-83	Intradiol ring-cleavage dioxygenase hqdA	1.13.11.1 {ECO:0000269|Ref.2};1.13.11.37 {ECO:0000269|Ref.2}	GO:0008199;GO:0009712;GO:0018576;GO:0047074	ang:An01g12310
KAJ8693885.1	P61517	31.1	3.1e-24	Carbonic anhydrase 2	4.2.1.1 {ECO:0000269|PubMed:11316870}	GO:0004089;GO:0005829;GO:0008270;GO:0015976;GO:0042802;GO:0051289	ecj:JW0122;eco:b0126;ecoc:C3026_00535
KAJ8693891.1	F1SYH7	30.2	3.2e-69	Cytochrome P450 monooxygenase 215	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAJ8693894.1	A0A242M8J4	35.1	1.5e-17	Epoxide hydrolase	3.3.2.10 {ECO:0000269|PubMed:38423431}	GO:0004301	
KAJ8693895.1	P14742	61.2	3.0e-313	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	2.6.1.16	GO:0004360;GO:0006002;GO:0006031;GO:0006047;GO:0006048;GO:0006487;GO:0097367	sce:YKL104C
KAJ8693908.1	Q9USS7	36.0	2.4e-164	Uncharacterized protein C4.03c		GO:0000149;GO:0005829;GO:0006886;GO:0008270;GO:0030127;GO:0032511;GO:0070971;GO:0090110	spo:2540710
KAJ8693909.1	Q00083	39.2	1.9e-37	Anucleate primary sterigmata protein A		GO:0000226;GO:0005543;GO:0005739;GO:0005886;GO:0005938;GO:0007097;GO:0015631;GO:0032065;GO:0048315;GO:0051647	ani:ANIA_07757
KAJ8693912.1	O59804	60.0	2.0e-33	10 kDa heat shock protein, mitochondrial		GO:0005524;GO:0005739;GO:0005759;GO:0006457;GO:0030150;GO:0044183;GO:0046872;GO:0051082;GO:0051087	spo:2539489
KAJ8693913.1	P0CP45	42.9	4.9e-38	Protein N-terminal and lysine N-methyltransferase EFM7	2.1.1.- {ECO:0000255|HAMAP-Rule:MF_03223}	GO:0005737;GO:0016279;GO:0032259;GO:0071885	cnb:CNBG2090
KAJ8693914.1	P0CP44	43.7	5.0e-75	Protein N-terminal and lysine N-methyltransferase EFM7	2.1.1.- {ECO:0000255|HAMAP-Rule:MF_03223}	GO:0005737;GO:0008276;GO:0016279;GO:0032259;GO:0071885	
KAJ8693915.1	Q09177	45.1	6.0e-26	DNA-directed RNA polymerases I and III subunit RPAC2		GO:0001172;GO:0003677;GO:0003899;GO:0005634;GO:0005666;GO:0005736;GO:0006360;GO:0006361;GO:0006362;GO:0006363;GO:0006383;GO:0006384;GO:0006386;GO:0042790;GO:0046983	spo:2542799
KAJ8693916.1	O13632	47.8	2.8e-18	Tyrosine-protein phosphatase yvh1	3.1.3.48	GO:0004725;GO:0005634;GO:0005829;GO:0008138;GO:0023052;GO:0180023	spo:2540146
KAJ8693917.1	O13632	35.3	6.5e-19	Tyrosine-protein phosphatase yvh1	3.1.3.48	GO:0004725;GO:0005634;GO:0005829;GO:0008138;GO:0023052;GO:0180023	spo:2540146
KAJ8693918.1	P00721	54.1	7.3e-77	N,O-diacetylmuramidase	3.2.1.17	GO:0003796;GO:0005576;GO:0009253;GO:0016052;GO:0016998;GO:0031640;GO:0042742	
KAJ8693925.1	O13871	34.5	4.8e-49	Uncharacterized methyltransferase C1B3.06c	2.1.1.-	GO:0005634;GO:0005829;GO:0008168;GO:0032259	spo:2542230
KAJ8693926.1	Q9Y6Z9	39.7	2.1e-44	Oxidoreductase implicated in carbohydrate assimilation	1.1.1.- {ECO:0000250|UniProtKB:P87219}	GO:0005739;GO:0005975;GO:0016616;GO:0044281	spo:2543428
KAJ8693927.1	Q9Y6Z9	39.7	1.1e-43	Oxidoreductase implicated in carbohydrate assimilation	1.1.1.- {ECO:0000250|UniProtKB:P87219}	GO:0005739;GO:0005975;GO:0016616;GO:0044281	spo:2543428
KAJ8693928.1	B0ZT44	33.3	5.7e-10	Elsinochrome reductase 1	1.1.1.- {ECO:0000305|PubMed:18957608}	GO:0016614	
KAJ8693929.1	A8N4R7	68.9	1.7e-92	Acireductone dioxygenase 1	1.13.11.53 {ECO:0000255|HAMAP-Rule:MF_03154};1.13.11.54 {ECO:0000255|HAMAP-Rule:MF_03154}	GO:0005506;GO:0005634;GO:0005737;GO:0010308;GO:0010309;GO:0016151;GO:0019509	cci:CC1G_11132
KAJ8693930.1	F1SYB2	33.4	9.9e-87	Cytochrome P450 monooxygenase 124	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAJ8693931.1	Q8D2Q6	42.3	1.2e-09	Chaperone protein DnaJ		GO:0005524;GO:0005737;GO:0006260;GO:0008270;GO:0009408;GO:0031072;GO:0042026;GO:0051082	wbr:dnaJ
KAJ8693934.1	D4ANU4	55.4	1.4e-79	N,O-diacetylmuramidase	3.2.1.17 {ECO:0000250|UniProtKB:P00721}	GO:0003796;GO:0005576;GO:0009253;GO:0016052;GO:0016998;GO:0031640;GO:0042742	abe:ARB_05911
KAJ8693935.1	D4ANU4	57.1	1.7e-50	N,O-diacetylmuramidase	3.2.1.17 {ECO:0000250|UniProtKB:P00721}	GO:0003796;GO:0005576;GO:0009253;GO:0016052;GO:0016998;GO:0031640;GO:0042742	abe:ARB_05911
KAJ8693936.1	P78706	63.7	1.2e-62	Transcriptional repressor rco-1		GO:0000122;GO:0000278;GO:0003714;GO:0005634;GO:0006351;GO:0006972;GO:0006974;GO:0017053;GO:0030435;GO:0036033;GO:0042304;GO:0042393;GO:0042826;GO:0045944;GO:0048315;GO:0080025;GO:2000879	ncr:NCU06205
KAJ8693940.1	P78605	73.3	2.2e-190	Ornithine carbamoyltransferase, mitochondrial	2.1.3.3	GO:0004585;GO:0005759;GO:0016597;GO:0019240;GO:0042450	
KAJ8693941.1	A0A7T8F1L4	36.4	8.7e-189	Non-canonical nonribosomal peptide synthetase FrzA	1.2.1.101 {ECO:0000269|PubMed:33372776}	GO:0016491;GO:0016874	
KAJ8693945.1	A7XZT2	35.9	2.8e-90	Probable alpha-galactosidase B	3.2.1.22	GO:0004557;GO:0005576;GO:0005975	
KAJ8693946.1	A7XZT2	39.9	2.7e-74	Probable alpha-galactosidase B	3.2.1.22	GO:0004557;GO:0005576;GO:0005975	
KAJ8693947.1	A7XZT2	46.6	2.9e-42	Probable alpha-galactosidase B	3.2.1.22	GO:0004557;GO:0005576;GO:0005975	
KAJ8693950.1	P49018	71.3	2.2e-135	GPI-anchor transamidase	3.-.-.-	GO:0003923;GO:0005783;GO:0005789;GO:0006506;GO:0006508;GO:0016255;GO:0031505;GO:0042765	sce:YDR331W
KAJ8693951.1	P49018	76.6	5.2e-103	GPI-anchor transamidase	3.-.-.-	GO:0003923;GO:0005783;GO:0005789;GO:0006506;GO:0006508;GO:0016255;GO:0031505;GO:0042765	sce:YDR331W
KAJ8693954.1	A7XZT2	40.8	9.4e-107	Probable alpha-galactosidase B	3.2.1.22	GO:0004557;GO:0005576;GO:0005975	
KAJ8693956.1	O94221	41.6	1.4e-43	Probable alpha-galactosidase B	3.2.1.22	GO:0004557;GO:0005576;GO:0005975	
KAJ8693957.1	A7XZT2	47.0	3.5e-36	Probable alpha-galactosidase B	3.2.1.22	GO:0004557;GO:0005576;GO:0005975	
KAJ8693959.1	Q9Y6Z9	39.5	3.6e-39	Oxidoreductase implicated in carbohydrate assimilation	1.1.1.- {ECO:0000250|UniProtKB:P87219}	GO:0005739;GO:0005975;GO:0016616;GO:0044281	spo:2543428
KAJ8693965.1	O94372	49.4	2.4e-69	Uncharacterized protein C1604.06c		GO:0005730;GO:0006364;GO:0016020;GO:0030692;GO:0032040	spo:2539987
KAJ8693966.1	A0A075TMP0	37.5	1.1e-69	Alcohol dehydrogenase patD	1.1.1.- {ECO:0000269|PubMed:30680886}	GO:0004022;GO:0005829;GO:0008106;GO:0016491;GO:0046872;GO:0140723	
KAJ8693971.1	Q5I0E8	40.1	2.4e-52	Kinesin-like protein KIF22		GO:0000785;GO:0003677;GO:0003777;GO:0005524;GO:0005737;GO:0005819;GO:0005871;GO:0005874;GO:0006281;GO:0007018;GO:0007062;GO:0007080;GO:0008017;GO:0016607;GO:0016887;GO:0051310;GO:0072686	rno:293502
KAJ8693973.1	A0A2H3CZX2	46.1	3.5e-154	Cytochrome P450 monooxygenase ARMGADRAFT_1018420	1.-.-.-	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAJ8693975.1	Q9VU02	66.3	1.6e-42	Probable small nuclear ribonucleoprotein Sm D1		GO:0000243;GO:0000387;GO:0000398;GO:0003723;GO:0005634;GO:0005681;GO:0005682;GO:0005685;GO:0005686;GO:0005687;GO:0005829;GO:0030532;GO:0034715;GO:0034719;GO:0071011;GO:0071013;GO:0097526	dme:Dmel_CG10753
KAJ8693976.1	P56286	53.3	1.8e-51	Eukaryotic translation initiation factor 2 subunit alpha		GO:0002183;GO:0003743;GO:0005829;GO:0005850;GO:0006413;GO:0033290;GO:0043022;GO:0180014;GO:1990624;GO:1990856	spo:2543455
KAJ8693978.1	O94321	47.6	4.2e-18	Multistep phosphorelay regulator 1		GO:0000160;GO:0005634;GO:0005737;GO:0005829;GO:0009927;GO:0010972;GO:0043424;GO:1900745	spo:2541178
KAJ8693983.1	Q9P6P9	46.5	5.2e-128	[Pyruvate dehydrogenase (acetyl-transferring)] kinase, mitochondrial	2.7.11.2	GO:0004740;GO:0005524;GO:0005739;GO:0005759;GO:0006086;GO:0010510;GO:0010906;GO:0016887	spo:2543651
KAJ8693991.1	Q9HGN6	44.9	4.1e-105	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]	1.3.1.- {ECO:0000269|PubMed:34798057};1.3.1.88 {ECO:0000305|PubMed:34798057}	GO:0005634;GO:0005739;GO:0006397;GO:0017150;GO:0050660;GO:0102262;GO:0102263;GO:0106414	spo:2541048
KAJ8693992.1	Q9HGN6	44.9	8.2e-103	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]	1.3.1.- {ECO:0000269|PubMed:34798057};1.3.1.88 {ECO:0000305|PubMed:34798057}	GO:0005634;GO:0005739;GO:0006397;GO:0017150;GO:0050660;GO:0102262;GO:0102263;GO:0106414	spo:2541048
KAJ8693993.1	Q9HGN6	44.9	1.9e-104	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]	1.3.1.- {ECO:0000269|PubMed:34798057};1.3.1.88 {ECO:0000305|PubMed:34798057}	GO:0005634;GO:0005739;GO:0006397;GO:0017150;GO:0050660;GO:0102262;GO:0102263;GO:0106414	spo:2541048
KAJ8693994.1	Q01371	31.9	1.0e-71	White collar 1 protein		GO:0005634;GO:0006351;GO:0006355;GO:0008270;GO:0009881;GO:0043565	ncr:NCU02356
KAJ8693995.1	O42781	74.5	1.2e-165	Mitogen-activated protein kinase 2	2.7.11.24	GO:0000751;GO:0004707;GO:0005524;GO:0005634;GO:0007165;GO:0019236;GO:0106310	
KAJ8693999.1	P56286	42.5	9.4e-24	Eukaryotic translation initiation factor 2 subunit alpha		GO:0002183;GO:0003743;GO:0005829;GO:0005850;GO:0006413;GO:0033290;GO:0043022;GO:0180014;GO:1990624;GO:1990856	spo:2543455
KAJ8694010.1	Q870W0	72.5	5.7e-197	Protein transport protein SEC61 subunit alpha		GO:0000324;GO:0005048;GO:0005784;GO:0006616;GO:0008320;GO:0015450;GO:0030970;GO:0031204;GO:0043022;GO:0070843;GO:1904680	ncr:NCU08897
KAJ8694018.1	P92506	36.4	3.1e-19	Succinate dehydrogenase [ubiquinone] cytochrome b large subunit, mitochondrial		GO:0005743;GO:0006099;GO:0006121;GO:0009055;GO:0020037;GO:0031966;GO:0045273;GO:0046872	
KAJ8694019.1	Q58D20	49.5	2.6e-78	Notchless protein homolog 1		GO:0005730;GO:0007219;GO:0008593	bta:509793
KAJ8694020.1	P22189	44.0	5.4e-266	Sodium/potassium exporting P-type ATPase cta3	7.2.2.3 {ECO:0000250|UniProtKB:P13587}	GO:0000324;GO:0005524;GO:0005886;GO:0006813;GO:0006814;GO:0006874;GO:0008554;GO:0008556;GO:0008900;GO:0016887;GO:0031520;GO:0032178;GO:0034220;GO:0046872;GO:0097623	spo:2541204
KAJ8694040.1	Q8VYB9	33.6	7.3e-19	Lysine-specific demethylase JMJ27	1.14.11.65 {ECO:0000269|PubMed:28650521, ECO:0000269|PubMed:34197643}	GO:0000118;GO:0000785;GO:0003712;GO:0005634;GO:0005737;GO:0006357;GO:0008270;GO:0009414;GO:0009617;GO:0031490;GO:0032454;GO:0040029;GO:0042742;GO:0090333;GO:0140683;GO:1902584;GO:2000028	ath:AT4G00990
KAJ8694053.1	Q5AK66	51.7	4.7e-16	Phosphatidylserine decarboxylase proenzyme 2	4.1.1.65 {ECO:0000255|HAMAP-Rule:MF_03209}	GO:0000139;GO:0004609;GO:0005795;GO:0006646;GO:0006656;GO:0006659;GO:0010008;GO:0016540;GO:0036170;GO:0036171;GO:0036180;GO:0046872	cal:CAALFM_C504680WA
KAJ8694101.1	Q870W0	66.0	4.0e-187	Protein transport protein SEC61 subunit alpha		GO:0000324;GO:0005048;GO:0005784;GO:0006616;GO:0008320;GO:0015450;GO:0030970;GO:0031204;GO:0043022;GO:0070843;GO:1904680	ncr:NCU08897
KAJ8694115.1	Q9UW86	69.2	3.5e-49	Serine/threonine-protein phosphatase PP1	3.1.3.16	GO:0000164;GO:0004722;GO:0005634;GO:0005737;GO:0007059;GO:0007346;GO:0046872	ncr:NCU00043
KAJ8694145.1	A0A0D1E4Y8	49.3	3.4e-15	Appressorium protein ROW2		GO:0005576;GO:0005634;GO:0075016	uma:UMAG_00961
KAJ8694164.1	Q2TXF2	42.9	3.9e-34	MFS-type transporter oryF		GO:0016020;GO:0022857	aor:AO090010000169
KAJ8694209.1	A8N374	32.4	3.3e-20	Secondary metabolism regulator laeA	2.1.1.- {ECO:0000250|UniProtKB:C8VQG9}	GO:0005634;GO:0006351;GO:0008168;GO:0030435;GO:0032259	cci:CC1G_00498
KAJ8694210.1	A8N374	67.4	3.1e-10	Secondary metabolism regulator laeA	2.1.1.- {ECO:0000250|UniProtKB:C8VQG9}	GO:0005634;GO:0006351;GO:0008168;GO:0030435;GO:0032259	cci:CC1G_00498
KAJ8694211.1	A8N374	52.8	9.0e-18	Secondary metabolism regulator laeA	2.1.1.- {ECO:0000250|UniProtKB:C8VQG9}	GO:0005634;GO:0006351;GO:0008168;GO:0030435;GO:0032259	cci:CC1G_00498
KAJ8694217.1	Q5AK66	44.4	9.6e-22	Phosphatidylserine decarboxylase proenzyme 2	4.1.1.65 {ECO:0000255|HAMAP-Rule:MF_03209}	GO:0000139;GO:0004609;GO:0005795;GO:0006646;GO:0006656;GO:0006659;GO:0010008;GO:0016540;GO:0036170;GO:0036171;GO:0036180;GO:0046872	cal:CAALFM_C504680WA
KAJ8694223.1	A8N374	52.8	9.0e-18	Secondary metabolism regulator laeA	2.1.1.- {ECO:0000250|UniProtKB:C8VQG9}	GO:0005634;GO:0006351;GO:0008168;GO:0030435;GO:0032259	cci:CC1G_00498
KAJ8694224.1	A8N374	67.4	3.1e-10	Secondary metabolism regulator laeA	2.1.1.- {ECO:0000250|UniProtKB:C8VQG9}	GO:0005634;GO:0006351;GO:0008168;GO:0030435;GO:0032259	cci:CC1G_00498
KAJ8694225.1	A8N374	32.4	3.3e-20	Secondary metabolism regulator laeA	2.1.1.- {ECO:0000250|UniProtKB:C8VQG9}	GO:0005634;GO:0006351;GO:0008168;GO:0030435;GO:0032259	cci:CC1G_00498
KAJ8694228.1	Q8BFY9	38.4	1.3e-204	Transportin-1		GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0006606;GO:0008139;GO:0031267;GO:0061608	mmu:238799
KAJ8694229.1	Q6C044	43.6	1.6e-10	Autophagy-related protein 18		GO:0000329;GO:0000422;GO:0000425;GO:0005829;GO:0010008;GO:0015031;GO:0030674;GO:0032266;GO:0034045;GO:0034497;GO:0044804;GO:0061723;GO:0080025	yli:2908106
KAJ8694236.1	P30771	42.4	3.5e-06	ATP-dependent helicase NAM7	5.6.2.3 {ECO:0000269|PubMed:30218034, ECO:0000269|PubMed:7489520};5.6.2.5 {ECO:0000269|PubMed:7489520, ECO:0000269|PubMed:8816461}	GO:0000184;GO:0000956;GO:0003697;GO:0003723;GO:0003724;GO:0003729;GO:0005524;GO:0005737;GO:0006310;GO:0006449;GO:0008270;GO:0008298;GO:0016567;GO:0016887;GO:0030466;GO:0036121;GO:0043024;GO:0070478;GO:0071026	sce:YMR080C
KAJ8694290.1	O13724	48.0	1.8e-128	Zinc finger chaperone zpr1		GO:0005634;GO:0005737;GO:0005829;GO:0006457;GO:0006458;GO:0008270;GO:0044183	spo:2542778
KAJ8694293.1	P0CS28	45.5	1.5e-16	Autophagy-related protein 18		GO:0000329;GO:0000422;GO:0000425;GO:0005829;GO:0010008;GO:0015031;GO:0030674;GO:0032266;GO:0034045;GO:0034497;GO:0044804;GO:0061723;GO:0080025	cne:CNE02750
KAJ8694306.1	Q92359	46.1	1.2e-75	Pumilio domain-containing protein C6G9.14		GO:0000288;GO:0000932;GO:0003729;GO:0005737;GO:0005829;GO:0010494;GO:0010608	spo:2542056
KAJ8694327.1	P73421	40.5	4.2e-07	ATP-dependent DNA helicase RecQ	5.6.2.4 {ECO:0000250|UniProtKB:P15043}	GO:0003677;GO:0005524;GO:0005694;GO:0005737;GO:0006281;GO:0006310;GO:0009378;GO:0016887;GO:0030894;GO:0043138;GO:0043590;GO:0046872	syn:slr1536
KAJ8694333.1	P36594	64.9	2.2e-218	DNA-directed RNA polymerase II subunit rpb1	2.7.7.6	GO:0000785;GO:0003677;GO:0003899;GO:0005634;GO:0005665;GO:0006367;GO:0006368;GO:0006369;GO:0006370;GO:0016591;GO:0030643;GO:0042789;GO:0046872;GO:0140463;GO:0180034	spo:2540292
KAJ8694334.1	P36594	55.1	4.2e-121	DNA-directed RNA polymerase II subunit rpb1	2.7.7.6	GO:0000785;GO:0003677;GO:0003899;GO:0005634;GO:0005665;GO:0006367;GO:0006368;GO:0006369;GO:0006370;GO:0016591;GO:0030643;GO:0042789;GO:0046872;GO:0140463;GO:0180034	spo:2540292
KAJ8694351.1	O13941	40.5	8.5e-40	Uncharacterized beta-glucan synthesis-associated protein C23H3.11c		GO:0005789;GO:0005886;GO:0006078;GO:0015926;GO:0031505	spo:2541866
KAJ8694352.1	P32486	49.1	1.2e-28	Beta-glucan synthesis-associated protein KRE6		GO:0000139;GO:0005789;GO:0005886;GO:0005935;GO:0006078;GO:0015926;GO:0016020;GO:0030133;GO:0030427;GO:0031505	sce:YPR159W
KAJ8694354.1	I1S1Q3	58.6	3.3e-53	C-4 methylsterol oxidase ERG25	1.14.18.- {ECO:0000250|UniProtKB:Q4WBI8}	GO:0005506;GO:0005789;GO:0016126;GO:0016491	fgr:FGSG_10666
KAJ8694356.1	O69763	39.8	1.3e-104	Vanillin dehydrogenase	1.2.1.67	GO:0050608	
KAJ8694371.1	Q7S8A6	41.3	1.4e-06	Multifunctional protein pyr-3	2.1.3.2;3.5.1.2;6.3.4.16;6.3.5.5	GO:0004070;GO:0004087;GO:0004088;GO:0004359;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006207;GO:0006520;GO:0006541;GO:0016597;GO:0044205;GO:0046872	ncr:NCU08287
KAJ8694374.1	A6QR55	45.6	9.8e-17	Ubiquitin carboxyl-terminal hydrolase 4	3.4.19.12 {ECO:0000250|UniProtKB:Q13107}	GO:0000244;GO:0004843;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006508;GO:0016579;GO:0031397;GO:0031647;GO:0031685;GO:0034394;GO:0042802;GO:0046872;GO:1904263	bta:508042
